"","LibID","Library","ILDSDeliveryStop","CatalogLink","Month","Year","BibsAdded","ITEM.LOC.CODE","CHKOUTS","CHKINS","RENEWALS","HOLDS","Hl.RECLL","TOTAL..","PERCENT","BorrowingLibrary","ads","adsj","ams","amsj","bbs","bcs","bcsj","bfs","bfsj","bis","bisj","bks","bksj","bps","bpsj","brs","brsj","bvs","bvsj","bws","bwsj","bys","bysj","bzs","cas","casj","ccs","ccsj","chs","chsj","cis","cisj","cns","cnsj","crs","crsj","cts","ctsj","cws","cwsj","dgs","dgsj","dos","dosj","ehs","ehsj","eps","epsj","ess","essj","evs","evsj","fbs","fbsj","fms","fmsj","fps","fpsj","frs","frsj","gas","gps","gpsj","gws","gwsj","has","hasj","hds","hdsj","hks","hksj","hss","hssj","hws","hwsj","ins","insj","jds","jdsj","lgs","lgsj","lps","lpsj","lys","lysj","mas","max","mcs","mcsj","mds","mdsj","mks","mls","mps","mpsj","mts","mtsj","mws","mwsj","nls","nlsj","nrs","nrsj","oes","oesj","ols","olsj","ops","opsj","ors","orsj","ozs","ozsj","pcs","pfs","pfsj","phs","phsj","pps","ppsj","pss","pssj","pts","ptsj","rds","rdsj","rfs","rfsj","rgs","rgsj","ros","rosj","rps","rpsj","rss","rssj","sas","sasj","sfs","sfsj","shs","shsj","sls","sps","spsj","sts","stsj","svs","svsj","tbs","tfs","tfsj","ths","thsj","tps","tpsj","ttr","tts","wcs","wcsj","wms","wmsj","wos","wosj","wrs","wrsj","ILL","czs","czsj","bzsj","mjs","LOCATION","INTL.USE.","COPY.USE","IUSE3","TOTAL","ItemsAdded","PatronsAdded"
"476","PSS","University Park Public Library District","XBR","https://catalog.swanlibraries.net/pss","June",2013,,"pss",436,396,97,2,0,931,0.000368951630480874,"PSS University Park",2,2,8,2,0,0,1,1,1,7,1,1,0,0,0,8,0,4,0,1,0,7,1,0,0,0,10,5,1,0,9,1,2,0,2,2,3,2,0,3,13,2,6,1,10,2,3,5,13,2,1,2,0,0,1,0,4,3,6,2,0,2,2,4,1,2,0,2,1,0,2,4,0,6,2,4,4,0,0,5,1,2,4,2,0,1,0,2,0,1,2,0,,0,0,7,3,2,0,3,2,1,1,2,0,9,3,10,3,,,1,0,1,2,0,4,1,0,0,0,0,0,1,2,0,2,1,0,2,0,0,14,2,2,1,0,0,2,0,4,2,0,3,1,0,0,1,1,0,1,2,0,1,3,1,0,0,1,2,7,0,1,0,6,3,343,,,,,,,,,,50,63
"477","PTS","Prairie Trails Public Library District","XBR","https://catalog.swanlibraries.net/pts","June",2013,546,"pts",4004,3764,698,93,0,8559,0.00339189796486122,"PTS Prairie Trails",19,2,15,17,0,3,2,26,3,15,12,4,1,6,3,13,1,17,6,6,0,39,8,0,0,0,36,4,9,0,18,8,4,1,41,2,12,5,7,0,73,5,9,2,85,30,19,21,42,9,22,3,0,0,18,1,18,5,24,1,0,9,1,18,3,5,0,17,4,8,5,12,1,34,5,65,18,1,1,35,7,18,7,8,1,0,0,8,1,16,4,0,,10,4,38,11,9,0,15,5,4,1,2,3,83,10,58,14,,,14,2,6,30,0,15,8,4,1,1,0,0,0,1,1,14,3,13,3,0,0,6,3,15,7,3,2,5,3,14,5,0,9,3,8,2,3,0,0,16,3,0,2,35,14,0,0,9,2,38,3,3,1,48,6,1715,,,,,,,,,,744,136
"478","RDS","Riverdale Public Library District","XBR","https://catalog.swanlibraries.net/rds","June",2013,474,"rds",2163,2165,199,7,0,4534,0.00179680632932361,"RDS Riverdale",3,0,3,0,0,2,0,8,2,6,1,0,0,1,0,8,0,5,0,3,0,6,0,0,0,0,25,0,4,0,13,1,2,0,10,1,0,1,1,0,20,3,9,1,23,7,5,4,5,0,8,1,0,0,6,0,5,0,2,1,0,9,3,5,0,8,0,5,0,1,0,7,0,13,1,14,1,0,0,6,0,1,1,4,0,0,0,9,0,2,1,0,,3,3,11,0,11,0,8,0,1,3,2,0,20,1,20,1,,,7,0,0,7,0,3,1,0,1,1,0,2,0,0,0,1,0,4,0,0,0,5,2,7,1,1,0,5,0,2,1,0,1,0,0,0,2,1,0,3,2,0,1,18,6,0,1,2,0,14,2,1,0,16,2,504,,,,,,,,,,542,70
"479","RFS","River Forest Public Library","XBR","https://catalog.swanlibraries.net/rfs","June",2013,258,"rfs",4689,4307,852,165,2,10015,0.00396890502606439,"RFS River Forest",22,8,17,4,0,3,5,17,7,18,4,6,3,8,1,5,0,16,2,13,1,33,7,0,0,0,41,3,7,5,16,3,4,1,17,1,10,8,8,5,56,12,19,5,85,21,18,7,26,2,12,8,0,0,25,6,19,3,29,9,0,9,3,8,1,7,1,35,13,5,2,12,2,42,13,56,12,6,1,20,7,15,1,8,3,0,0,16,2,7,2,0,,10,5,17,6,10,1,10,4,3,1,8,3,63,15,73,24,,,17,5,7,15,2,19,10,9,1,0,0,8,9,0,0,0,0,8,2,0,0,6,4,28,8,0,0,12,3,19,2,0,8,5,3,4,2,2,0,14,4,1,3,27,24,0,0,8,4,41,6,6,1,54,17,1681,,,,,"rfs",17,49,3,69,355,86
"480","RGS","River Grove Public Library District","XBR","https://catalog.swanlibraries.net/rgs","June",2013,499,"rgs",2526,2241,409,59,1,5236,0.00207500616240371,"RGS River Grove",14,2,16,1,0,0,0,6,0,4,1,4,0,0,0,4,0,6,0,2,1,6,0,0,0,0,7,0,1,0,4,2,1,1,5,3,6,1,3,0,24,1,2,0,31,8,4,9,22,0,3,1,0,0,1,0,3,1,13,1,0,3,1,7,0,4,0,10,1,3,0,2,0,14,1,24,2,0,0,5,2,5,1,4,0,0,0,3,0,6,0,0,,6,0,8,3,3,0,8,1,2,1,3,0,16,3,18,3,,,7,0,1,8,0,6,1,1,1,1,0,3,0,0,0,4,1,0,0,0,0,2,1,7,5,0,0,2,0,6,0,0,5,2,0,0,2,0,0,6,1,0,0,18,3,0,1,5,0,9,0,0,0,21,1,529,,,,,,,,,,536,40
"481","ROS","William Leonard Public Library District","XBR","https://catalog.swanlibraries.net/ros","June",2013,,"ros",21,17,3,1,0,42,1.66444344577838e-05,"ROS William Leonard",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,21,,,,,,,,,,,29
"482","RPS","Richton Park Public Library District","XBR","https://catalog.swanlibraries.net/rps","June",2013,70,"rps",2916,2624,652,82,0,6274,0.00248636147114608,"RPS Richton Park",10,2,13,7,0,1,1,15,2,10,5,4,2,3,0,14,1,6,1,12,0,21,2,0,0,0,26,3,14,2,17,2,4,1,10,1,4,1,2,2,49,2,5,2,42,15,11,13,21,1,7,2,0,0,13,1,17,1,17,3,0,4,0,6,0,2,0,10,2,5,0,8,1,21,4,50,7,2,0,10,4,7,1,2,0,0,0,2,0,4,1,1,,3,0,24,4,2,0,5,1,2,2,3,1,54,0,30,4,,,5,0,7,12,9,7,2,2,1,0,0,5,2,1,0,2,3,3,2,0,0,0,0,3,1,2,0,7,1,6,1,0,8,0,4,0,0,0,0,3,1,3,0,19,16,0,0,3,5,21,4,2,0,23,6,934,,,,,"rps",11,0,0,11,385,62
"483","RSS","Riverside Public Library","XBR","https://catalog.swanlibraries.net/rss","June",2013,620,"rss",2492,2223,710,39,1,5465,0.00216575795980448,"RSS Riverside",11,2,18,1,0,10,1,16,9,11,1,2,1,6,1,7,1,8,3,5,0,28,11,0,0,0,25,4,7,3,17,2,6,1,12,4,11,5,3,0,60,7,11,0,67,19,12,9,30,2,11,2,0,0,16,1,13,1,21,3,0,11,0,6,1,6,2,31,11,6,1,6,1,24,0,43,6,6,0,18,4,19,0,5,1,0,0,8,1,5,3,0,,9,2,15,6,3,0,16,0,2,1,7,3,68,8,65,12,,,10,3,7,13,0,14,1,3,4,4,0,17,4,0,0,15,1,5,5,0,0,4,0,0,0,1,0,6,3,10,2,0,5,3,0,0,2,1,0,21,3,2,1,28,10,0,0,3,5,22,6,4,1,37,2,1268,,,,,,,,,,757,62
"484","SAS","Summit Public Library District","XBR","https://catalog.swanlibraries.net/sas","June",2013,12,"sas",537,453,198,7,0,1195,0.0004735737899298,"SAS Summit",2,0,0,0,0,1,0,1,0,2,0,0,1,0,0,2,0,1,0,1,0,4,0,0,0,0,2,1,1,2,0,0,1,0,3,0,0,0,2,0,9,0,2,0,4,1,1,0,8,2,0,0,0,0,0,1,1,1,5,0,0,0,1,1,2,0,0,3,2,0,1,1,0,6,0,2,1,1,0,2,0,2,1,1,0,0,0,3,1,1,0,0,,0,0,0,0,0,0,1,0,0,0,1,0,2,0,4,1,,,0,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,7,0,0,0,4,0,127,,,,,,,,,,102,68
"485","SFS","Stickney-Forest View Public Library District","XBR","https://catalog.swanlibraries.net/sfs","June",2013,14,"sfs",2860,2693,305,72,0,5930,0.00235003562701566,"SFS Stickney-Forest View",3,2,10,6,0,0,0,11,2,6,10,4,0,1,0,5,0,5,1,1,0,11,1,0,0,0,16,1,4,2,10,5,2,1,9,0,2,0,0,2,13,2,4,0,23,9,6,3,15,2,11,1,0,0,7,1,7,3,7,7,0,7,1,1,1,1,2,15,1,1,0,3,1,11,1,18,3,1,1,11,1,10,0,5,2,0,0,8,0,10,2,0,,7,0,12,2,1,1,5,3,3,2,4,0,25,5,22,4,,,4,1,3,10,0,8,3,0,0,0,0,3,8,2,0,3,2,2,1,0,0,2,0,5,1,2,0,0,0,5,1,0,6,2,0,3,2,0,0,7,3,1,0,12,5,0,1,4,0,13,1,0,0,11,3,608,,,,,"sfs",14,0,0,14,162,96
"486","SHS","South Holland Public Library","XBR","https://catalog.swanlibraries.net/shs","June",2013,535,"shs",4946,4638,647,87,1,10319,0.00408937902785407,"SHS South Holland",11,1,12,2,0,6,1,11,3,22,5,3,1,9,3,17,0,15,1,11,1,19,1,0,0,0,27,1,9,0,26,3,4,1,13,5,10,1,3,0,61,5,11,1,70,13,14,11,23,3,6,3,0,0,14,3,11,2,17,10,0,22,0,19,0,10,0,15,7,4,0,16,0,26,5,47,6,3,0,16,2,13,2,8,0,1,0,13,0,5,0,1,,7,1,22,6,8,0,16,1,4,2,6,0,53,2,52,6,,,5,2,1,11,3,14,0,3,1,2,1,10,4,3,0,4,0,3,0,0,0,10,2,8,1,3,0,6,0,0,0,0,6,1,2,0,2,0,0,9,0,1,0,24,15,0,1,11,1,36,1,1,2,36,2,1211,,,,,,,,,,660,86
"487","SPS","Schiller Park Public Library","XBR","https://catalog.swanlibraries.net/sps","June",2013,497,"sps",1929,1826,352,9,0,4116,0.00163115457686281,"SPS Schiller Park",3,0,6,0,0,1,0,2,2,5,1,2,1,1,0,5,0,4,0,0,0,9,1,0,0,0,5,1,5,1,7,2,1,0,5,1,0,0,0,0,21,1,9,2,16,2,5,4,15,1,3,0,0,0,5,0,5,0,6,0,0,1,1,3,0,1,0,3,0,3,0,1,0,10,2,16,2,2,0,9,2,4,0,2,1,0,0,3,0,0,0,0,,1,2,7,2,2,0,6,0,1,1,0,0,23,0,7,2,,,1,0,1,9,0,1,1,0,0,0,1,6,3,0,0,1,0,7,0,0,0,2,0,6,2,0,0,4,1,4,2,0,0,0,1,0,2,0,0,8,0,0,0,6,4,0,0,4,0,9,2,0,0,7,1,382,,,,,,,,,,353,84
"488","STS","Steger-South Chicago Heights Public Library District","XBR","https://catalog.swanlibraries.net/sts","June",2013,33,"sts",1420,1329,220,14,0,2983,0.00118215114256117,"STS Steger-South Chicago Heights",7,1,6,5,0,1,0,10,4,9,7,1,1,2,0,5,2,3,1,4,0,10,0,0,0,0,8,1,1,0,11,0,2,1,6,0,5,1,4,0,28,1,5,0,32,1,9,6,7,0,9,0,0,0,6,1,5,3,5,3,0,1,1,4,0,2,1,7,0,5,3,5,0,9,4,9,5,1,0,10,1,5,1,2,2,0,0,3,0,3,1,0,,1,0,5,4,1,0,8,0,1,5,5,0,16,3,12,5,,,3,0,1,6,0,5,3,0,2,0,0,2,1,0,1,8,0,5,0,0,0,3,2,7,1,2,0,3,1,5,0,0,3,1,0,0,4,0,0,5,1,0,0,13,15,0,0,5,2,13,3,1,1,19,1,539,,,,,"sts",94,0,0,94,57,34
"489","SVS","Nancy L. McConathy Public Library District","XBR","https://catalog.swanlibraries.net/svs","June",2013,1,"svs",1020,930,72,72,0,2094,0.000829843946538077,"SVS Nancy McConathy",8,1,5,1,0,1,1,1,1,4,2,3,0,0,0,7,0,0,3,2,0,8,1,0,0,0,8,3,0,0,3,0,0,0,1,0,2,0,0,0,6,4,2,0,8,4,0,2,6,0,5,0,0,0,1,1,0,1,2,0,0,5,1,6,0,3,0,0,0,2,1,3,1,4,0,10,0,0,1,3,1,1,2,1,0,0,0,1,0,0,2,0,,2,0,8,0,1,1,3,0,0,0,0,1,5,1,4,3,,,1,0,0,2,0,5,1,1,3,1,0,1,0,1,0,0,0,1,0,0,0,2,0,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,3,0,0,4,0,3,0,1,1,7,1,234,,,,,"svs",12,0,0,12,50,38
"490","TBS","Tinley Park Public Library -- Bookmobile","XBR","","June",2013,42,"tbs",637,614,73,1,0,1325,0.000525092277537226,"TBS Tinley Park bookmobile",1,0,0,0,0,1,0,1,0,3,0,1,0,3,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,,,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,40,,,,,,,,,,91,
"491","TFS","Thomas Ford Memorial Library","XBR","https://catalog.swanlibraries.net/tfs","June",2013,488,"tfs",5047,4273,998,72,0,10390,0.00411751604800889,"TFS Thomas Ford",31,5,16,15,0,16,7,27,6,22,2,2,3,14,0,22,5,18,3,7,5,34,4,0,0,0,48,14,9,9,26,10,9,3,31,4,10,6,10,5,95,10,14,2,83,35,25,10,32,3,33,3,0,0,23,5,24,6,30,5,0,14,3,12,3,9,3,39,10,10,4,12,2,57,10,81,14,4,1,47,13,29,5,18,2,0,0,29,4,10,5,3,,13,5,31,11,7,0,14,3,6,1,8,7,87,12,95,22,,,20,7,5,30,3,37,11,5,2,0,0,16,5,3,0,21,10,10,2,0,0,11,5,26,9,1,1,8,5,7,1,0,14,6,5,1,3,2,0,0,0,7,1,40,20,0,0,7,5,53,7,5,1,75,12,2196,,,,,,,,,,776,79
"492","THS","Thornton Public Library","XBR","https://catalog.swanlibraries.net/ths","June",2013,1,"ths",456,406,103,7,0,972,0.000385199768880139,"THS Thorton",0,0,3,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,1,1,2,0,0,0,2,2,0,0,1,0,1,0,0,0,2,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,2,1,60,,,,,,,,,,49,5
"493","TPS","Tinley Park Public Library","XBR","https://catalog.swanlibraries.net/tps","June",2013,868,"tps",19377,17925,4190,251,1,41744,0.016542982666803,"TPS Tinley Park",82,12,76,19,0,19,5,67,26,63,25,17,1,18,8,38,5,52,5,12,3,127,11,0,0,0,131,19,30,8,73,33,8,11,74,12,31,12,28,3,246,21,34,11,251,59,45,43,110,15,68,20,0,0,41,7,54,12,80,23,0,45,5,39,7,21,5,91,21,27,10,45,7,128,27,211,23,9,3,78,15,70,6,35,8,2,0,48,1,28,7,1,,45,9,92,28,21,1,43,7,9,14,19,4,243,17,217,48,,,38,9,16,87,8,62,18,11,2,7,0,40,18,5,1,28,11,23,7,0,0,28,4,52,11,7,1,28,7,38,7,0,32,7,14,0,9,1,0,48,12,7,3,0,0,0,2,23,14,135,26,10,4,159,30,5254,,,,,,,,,,1220,198
"494","TTS","South Suburban College -- Learning Resources Center","SSC","https://catalog.swanlibraries.net/tts","June",2013,2,"tts",102,77,19,3,0,201,7.96555077622509e-05,"TTS South Suburban College",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,,,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,34,,,,,,,,,,29,74
"495","WCS","Westchester Public Library","XBR","https://catalog.swanlibraries.net/wcs","June",2013,21,"wcs",3319,3119,693,69,0,7200,0.00285333162133436,"WCS Westchester",17,4,18,3,0,2,1,19,8,22,7,5,1,6,3,11,2,13,1,2,0,32,3,0,0,0,45,4,7,2,34,9,8,3,20,0,12,11,16,1,86,7,15,2,81,15,13,9,38,4,23,5,0,0,21,4,15,5,30,4,0,11,3,17,2,7,1,32,7,5,2,14,1,27,14,79,8,4,1,35,8,26,2,9,4,1,0,17,2,11,4,2,,18,6,35,5,9,1,10,2,7,1,4,2,110,4,88,13,,,12,4,4,22,0,16,6,5,2,4,0,10,4,0,0,12,3,8,5,0,0,7,11,12,6,1,1,10,4,15,0,0,10,2,4,0,2,2,0,16,3,4,1,34,5,0,0,0,0,60,5,2,0,50,7,1791,,,,,,,,,,146,65
"496","WMS","Westmont Public Library","XBR","https://catalog.swanlibraries.net/wms","June",2013,561,"wms",10690,10149,2246,389,3,23477,0.00930384256584261,"WMS Westmont",24,6,29,11,0,6,2,30,13,27,3,6,2,8,3,18,2,15,7,12,1,57,4,0,0,0,50,8,13,3,34,10,9,5,33,4,13,5,6,3,102,19,10,3,93,38,17,14,45,7,28,8,0,0,27,6,28,3,38,11,0,11,1,21,4,8,2,59,12,6,5,21,2,67,10,87,20,8,3,46,4,36,5,16,2,0,0,25,3,14,2,0,,11,1,40,8,6,1,17,3,9,2,8,4,119,4,113,34,,,21,5,8,41,1,18,13,3,3,2,1,16,7,3,1,17,5,8,5,0,0,16,5,28,7,1,2,16,1,11,0,0,11,13,7,4,3,0,0,23,13,3,0,42,25,0,0,12,2,0,0,2,2,87,11,2384,,,,,,,,,,867,133
"497","WOS","Worth Public Library District","XBR","https://catalog.swanlibraries.net/wos","June",2013,558,"wos",1249,1204,237,54,0,2744,0.00108743638457521,"WOS Worth",10,3,19,2,0,7,2,16,4,13,5,1,0,3,1,2,2,6,0,1,0,21,0,0,0,0,25,3,8,2,9,3,3,0,23,3,6,1,1,1,37,3,2,1,29,4,12,7,19,2,10,3,0,0,8,4,4,2,17,2,0,9,3,7,1,3,0,11,4,2,1,5,1,23,2,32,2,0,0,16,0,9,0,7,0,0,0,7,0,6,1,0,,7,2,16,2,2,0,16,1,0,1,1,0,79,6,43,6,,,10,1,1,17,0,7,4,2,1,0,0,4,2,0,1,2,1,6,2,0,0,3,4,6,3,0,0,3,0,8,0,0,4,2,1,2,2,0,0,5,1,0,0,19,12,0,0,4,2,21,7,0,0,24,8,908,,,,,,,,,,515,43
"498","WRS","Woodridge Public Library","XBR","https://catalog.swanlibraries.net/wrs","June",2013,725,"wrs",19771,18871,4926,334,1,43903,0.0173985858571448,"WRS Woodridge",59,14,52,10,0,8,5,60,19,56,14,24,0,11,4,26,3,40,7,6,4,110,9,0,0,0,103,12,21,1,69,18,11,7,47,10,37,3,16,2,246,35,22,3,251,59,75,27,145,15,65,14,0,0,53,10,57,24,55,23,0,45,7,39,1,22,8,71,12,19,4,37,0,120,19,178,35,10,1,74,19,70,10,29,4,1,0,39,3,17,10,1,,49,1,95,21,9,3,42,2,9,11,16,6,199,14,247,55,,,35,10,16,69,9,45,14,14,3,2,2,36,11,2,1,30,9,21,3,0,0,37,7,50,16,9,2,19,1,38,4,0,24,7,12,4,7,0,0,37,10,7,3,102,66,0,0,28,4,151,19,21,7,0,0,4785,,,,,,,,,,1599,633
"499","ADS","Acorn Public Library District","XBR","https://catalog.swanlibraries.net/ads","July",2013,305,"ads",5730,5623,1267,168,0,12788,0.00456707108888289,"ADS Acorn",0,0,23,8,0,8,1,29,4,25,6,6,7,7,0,10,2,15,8,7,1,47,4,0,1,0,46,9,11,3,26,3,5,2,32,7,14,2,7,4,84,6,5,3,97,22,18,22,35,5,20,5,0,0,17,2,22,6,24,6,0,14,4,12,1,8,0,37,7,7,2,18,2,51,15,95,9,5,1,32,10,24,5,17,3,2,0,17,3,10,1,0,,14,1,29,14,8,0,24,3,3,0,7,3,83,5,81,14,,,13,2,7,28,2,24,7,4,1,0,0,15,4,1,2,20,2,8,1,0,0,8,3,21,5,2,0,9,0,14,3,0,13,7,1,6,7,2,0,31,5,4,0,37,20,0,1,14,5,40,7,3,3,70,7,,,,,0,"ads",1,0,13,14,495,99
"500","AMS","Alsip-Merrionette Park Public Library District","XBR","https://catalog.swanlibraries.net/ams","July",2013,681,"ams",9572,9736,1583,211,1,21103,0.00753666728094273,"AMS Alsip",17,3,0,0,0,2,1,13,5,11,8,3,3,3,1,10,0,11,1,3,2,29,4,0,0,0,40,7,4,0,14,5,3,1,24,5,10,0,3,4,72,5,8,1,77,13,14,10,15,3,15,2,0,0,11,3,11,2,19,7,0,15,4,6,1,6,0,18,4,5,3,9,3,24,3,50,5,7,3,18,1,12,0,9,2,0,0,11,0,14,0,0,,6,0,24,4,2,0,12,2,6,1,5,2,48,4,40,11,,,11,1,4,20,2,13,8,4,1,0,2,5,4,2,0,10,2,6,3,0,0,11,2,10,5,1,0,7,5,6,3,0,9,3,2,1,1,0,0,11,7,2,0,27,15,0,0,4,2,35,5,2,1,41,5,,,,,0,,,,,,1606,119
"501","BCS","Beecher Community Library District","XBR","https://catalog.swanlibraries.net/bcs","July",2013,1,"bcs",1659,1692,436,12,0,3799,0.00135676439370238,"BCS Beecher",5,3,8,1,0,0,0,5,2,6,2,2,0,3,2,1,0,3,0,1,0,11,3,0,0,0,16,3,2,1,6,0,1,1,8,0,2,1,5,0,20,3,4,1,27,7,5,3,10,3,3,3,0,0,9,2,5,2,12,3,0,7,1,1,0,1,0,12,1,3,0,4,1,12,2,16,0,2,0,9,0,5,1,4,0,0,0,7,0,2,1,0,,3,1,11,2,1,0,4,1,2,3,1,1,25,1,21,4,,,2,1,1,9,0,7,1,1,2,0,3,3,3,1,0,1,2,1,0,0,0,1,1,4,0,1,0,5,1,5,0,0,4,0,2,0,1,0,0,5,2,2,0,14,1,0,1,3,1,13,2,3,0,25,1,,,,,0,,,,,,100,16
"502","BFS","Brookfield Public Library","XBR","https://catalog.swanlibraries.net/bfs","July",2013,573,"bfs",8621,8213,1886,152,5,18877,0.00674167977360356,"BFS Brookfield",31,12,42,11,0,7,2,0,0,39,8,9,4,5,3,17,0,19,4,10,1,46,8,0,0,0,68,18,12,5,45,12,10,2,28,7,11,8,18,13,134,17,17,2,150,28,22,22,49,8,28,8,0,0,25,10,34,8,43,11,0,15,3,21,2,10,5,55,31,16,3,18,4,67,14,91,18,3,2,51,23,36,10,14,1,2,0,27,1,20,8,0,,14,5,28,13,10,0,40,8,20,7,10,7,126,13,104,39,,,18,10,6,24,5,21,15,10,1,1,2,23,17,3,2,35,6,12,1,0,0,15,14,29,10,5,0,13,5,20,1,0,15,3,9,3,9,1,0,33,12,2,2,51,34,0,0,15,6,54,19,7,4,97,12,,,,,0,"bfs",5,1,0,6,487,98
"503","BIS","Blue Island Public Library","XBR","https://catalog.swanlibraries.net/bis","July",2013,366,"bis",5810,5702,1959,144,0,13615,0.00486242359048644,"BIS Blue Island",28,3,20,8,0,7,1,21,15,0,0,4,1,3,0,12,1,19,1,13,0,36,3,0,0,0,51,7,10,2,22,3,4,2,26,0,7,1,4,0,65,2,9,2,95,8,29,11,45,0,19,2,0,0,15,2,21,3,15,6,0,20,2,19,0,7,0,28,4,7,0,16,0,40,5,76,1,3,0,32,8,21,1,13,0,0,0,12,0,17,1,1,,19,1,23,5,7,0,24,1,5,3,7,0,81,3,72,13,,,17,0,4,24,2,12,2,0,0,1,0,16,4,9,0,12,0,4,3,0,0,8,1,15,4,3,1,7,3,20,1,0,12,1,1,0,3,0,0,11,3,2,0,35,24,0,0,11,2,50,5,2,0,47,3,,,,,0,,,,,,646,84
"504","BKS","Berkeley Public Library","XBR","https://catalog.swanlibraries.net/bks","July",2013,5,"bks",1537,1525,224,49,0,3335,0.00119105271202881,"BKS Berkeley",6,2,10,2,0,0,2,6,2,6,1,0,0,1,2,6,0,2,1,2,1,9,0,0,0,0,11,6,4,3,5,3,2,2,4,5,5,3,3,0,29,8,5,2,30,19,5,11,15,3,5,0,0,0,4,6,7,4,5,4,0,7,3,4,2,5,1,9,14,2,1,2,0,17,1,27,0,5,2,7,5,6,5,3,4,0,0,5,2,4,1,0,,10,2,9,4,4,0,4,2,2,2,1,2,17,3,18,6,,,6,4,2,11,3,6,4,1,1,0,2,6,3,1,0,2,1,1,0,0,0,1,3,6,4,2,2,4,2,4,1,0,3,1,1,2,4,0,0,7,3,0,1,17,5,0,0,3,1,15,4,1,0,12,14,,,,,0,,,,,,39,24
"505","BPS","Bedford Park Public Library District","XBR","https://catalog.swanlibraries.net/bps","July",2013,279,"bps",1273,1201,448,57,0,2979,0.00106391185281374,"BPS Bedford Park",0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,1,0,1,0,4,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0,0,6,0,1,0,7,0,2,1,1,0,1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,7,0,1,0,1,0,1,0,2,0,0,0,1,0,1,0,0,,1,0,1,0,0,0,1,0,4,1,0,0,6,0,1,0,,,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,5,0,0,0,1,0,0,0,1,0,2,0,,,,,0,,,,,,524,1
