"","LibID","Library","ILDSDeliveryStop","CatalogLink","Month","Year","BibsAdded","ITEM.LOC.CODE","CHKOUTS","CHKINS","RENEWALS","HOLDS","Hl.RECLL","TOTAL..","PERCENT","BorrowingLibrary","ads","adsj","ams","amsj","bbs","bcs","bcsj","bfs","bfsj","bis","bisj","bks","bksj","bps","bpsj","brs","brsj","bvs","bvsj","bws","bwsj","bys","bysj","bzs","cas","casj","ccs","ccsj","chs","chsj","cis","cisj","cns","cnsj","crs","crsj","cts","ctsj","cws","cwsj","dgs","dgsj","dos","dosj","ehs","ehsj","eps","epsj","ess","essj","evs","evsj","fbs","fbsj","fms","fmsj","fps","fpsj","frs","frsj","gas","gps","gpsj","gws","gwsj","has","hasj","hds","hdsj","hks","hksj","hss","hssj","hws","hwsj","ins","insj","jds","jdsj","lgs","lgsj","lps","lpsj","lys","lysj","mas","max","mcs","mcsj","mds","mdsj","mks","mls","mps","mpsj","mts","mtsj","mws","mwsj","nls","nlsj","nrs","nrsj","oes","oesj","ols","olsj","ops","opsj","ors","orsj","ozs","ozsj","pcs","pfs","pfsj","phs","phsj","pps","ppsj","pss","pssj","pts","ptsj","rds","rdsj","rfs","rfsj","rgs","rgsj","ros","rosj","rps","rpsj","rss","rssj","sas","sasj","sfs","sfsj","shs","shsj","sls","sps","spsj","sts","stsj","svs","svsj","tbs","tfs","tfsj","ths","thsj","tps","tpsj","ttr","tts","wcs","wcsj","wms","wmsj","wos","wosj","wrs","wrsj","ILL","czs","czsj","bzsj","mjs","LOCATION","INTL.USE.","COPY.USE","IUSE3","TOTAL","ItemsAdded","PatronsAdded"
"21","DGS","Downers Grove Public Library","XBR","https://catalog.swanlibraries.net/dgs","January",2013,619,"dgs",36431,35017,4655,982,11,77096,0.0291580341548686,"DGS Downers Grove",97,17,102,23,0,35,11,104,29,94,34,32,5,34,9,48,10,69,6,29,5,189,14,0,0,0,149,15,63,18,110,23,25,5,97,15,60,11,37,10,0,0,56,7,530,69,73,44,186,13,88,18,0,0,121,20,69,22,148,22,0,65,19,61,4,26,5,155,32,35,11,80,13,199,19,330,56,19,1,169,28,79,11,55,3,0,0,60,5,39,10,0,0,54,11,153,30,17,1,45,4,36,9,47,12,424,22,417,75,217,25,85,12,19,102,6,112,36,30,11,4,2,82,19,4,2,86,10,49,12,0,0,39,16,133,18,12,2,40,1,57,9,0,35,6,13,7,14,1,0,100,21,9,1,162,63,0,0,81,5,266,27,44,5,291,44,8513,,,,,,,,,,1424,202
"22","DOS","Dolton Public Library District","XBR","https://catalog.swanlibraries.net/dos","January",2013,38,"dos",2164,1994,479,65,0,4702,0.00177831634061679,"DOS Dolton",4,0,8,0,0,0,0,6,0,4,1,3,0,1,0,15,1,3,0,4,0,6,0,0,0,0,31,3,2,0,15,1,3,0,6,0,3,1,1,1,18,1,0,0,23,2,6,5,16,0,7,1,0,0,14,4,6,0,8,2,0,16,2,4,0,7,0,3,1,4,0,11,0,21,0,21,1,0,0,6,0,7,1,6,0,0,0,4,0,3,0,0,0,1,0,22,1,3,0,5,1,0,1,2,1,23,0,25,2,17,3,3,2,0,15,0,4,0,0,0,1,0,1,4,5,0,4,0,1,1,0,0,6,0,3,0,1,0,6,0,2,1,0,5,0,0,0,3,0,0,5,3,0,0,8,2,0,1,3,0,16,2,2,0,20,4,595,,,,,,,,,,433,118
"23","EPS","Elmwood Park Public Library","XBR","https://catalog.swanlibraries.net/eps","January",2013,125,"eps",3058,2904,718,55,0,6735,0.00254720556232541,"EPS Elmwood Park",19,3,26,8,0,9,9,33,8,19,13,9,0,4,3,11,4,15,1,15,0,43,11,0,0,0,53,11,17,1,39,4,2,0,45,5,13,3,11,5,94,7,14,1,126,25,0,0,57,4,25,14,0,0,23,5,34,10,36,14,0,20,3,18,4,10,5,45,14,11,6,18,5,54,8,74,6,1,3,31,7,36,6,13,0,2,0,19,2,18,1,1,0,17,9,41,10,11,0,17,3,6,5,12,2,126,7,119,15,48,14,13,2,3,36,2,26,10,6,3,1,2,12,8,2,3,32,3,26,7,0,0,12,6,36,12,1,0,21,1,13,2,0,23,5,2,1,4,0,0,23,3,4,2,42,23,0,0,10,4,63,9,5,2,93,18,2501,,,,,,,,,,402,68
"24","ESS","Eisenhower Public Library District","XBR","https://catalog.swanlibraries.net/ess","January",2013,80,"ess",13772,13025,4049,711,2,31559,0.0119357476379254,"ESS Eisenhower",32,5,29,7,0,8,1,34,10,31,19,14,0,11,1,22,4,22,2,17,0,69,5,0,0,0,61,5,16,4,41,8,10,0,41,3,16,3,11,4,127,7,23,1,155,24,35,17,0,0,28,6,0,0,27,3,20,5,43,6,0,24,3,17,4,15,1,29,7,12,3,27,3,68,12,103,8,7,1,52,9,19,2,17,0,0,0,26,2,21,3,1,0,29,1,34,11,9,2,21,2,11,4,11,1,153,2,115,24,77,11,19,3,11,46,2,27,3,10,1,4,3,15,10,1,0,29,6,16,0,0,0,12,7,41,13,6,2,11,3,19,1,0,16,3,8,1,8,1,0,30,10,2,0,69,21,0,0,18,2,65,10,7,0,86,10,2795,,,,,,,,,,411,76
"25","EVS","Evergreen Park Public Library","XBR","https://catalog.swanlibraries.net/evs","January",2013,194,"evs",5182,4925,722,146,0,10975,0.00415079154365574,"EVS Evergreen Park",15,8,22,16,0,4,1,28,8,22,6,11,1,5,5,12,1,13,3,6,5,39,8,0,0,0,24,6,10,4,19,7,1,3,16,7,8,4,5,2,68,14,13,1,70,22,15,10,39,8,0,0,0,0,13,6,19,3,22,6,0,3,4,10,1,13,4,17,9,4,4,15,3,33,10,35,12,2,1,21,4,16,4,8,1,0,0,7,0,13,0,1,0,15,3,19,23,4,1,17,5,2,4,7,3,63,14,68,16,37,9,11,6,4,23,2,19,4,7,6,0,2,8,5,0,2,7,2,7,3,0,0,10,3,14,8,0,1,12,4,15,2,0,9,3,4,3,4,3,0,17,5,2,0,27,13,0,1,11,3,34,7,3,4,46,18,1653,,,,,,,,,,656,51
"26","FMS","Flossmoor Public Library","XBR","https://catalog.swanlibraries.net/fms","January",2013,426,"fms",7617,7474,1124,107,0,16322,0.00617304961963999,"FMS Flossmoor",19,4,22,7,0,7,3,28,1,22,0,3,1,7,3,11,1,9,3,8,3,37,3,0,0,0,40,6,13,5,32,4,3,2,20,3,18,3,7,3,82,3,16,2,108,19,9,5,32,1,21,2,0,0,0,0,23,2,33,4,0,20,1,16,1,9,1,38,4,5,1,19,1,63,7,62,9,2,0,37,9,16,4,9,9,1,0,16,0,17,1,0,0,10,2,37,5,9,1,15,2,12,1,6,1,76,7,85,8,38,1,13,0,5,23,1,21,4,5,2,1,0,14,0,1,1,19,0,8,1,0,0,18,5,30,4,2,0,16,1,20,0,0,6,1,1,0,1,1,0,29,3,3,0,33,12,0,1,12,2,50,11,4,1,65,1,1869,,,,,"fms",9,0,0,9,792,41
"27","FPD","Franklin Park Public Library District","XGV","http://lnco.ent.sirsi.net/client/franklinpark","January",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
"28","FPS","Forest Park Public Library","XBR","https://catalog.swanlibraries.net/fps","January",2013,11,"fps",7215,6926,1600,122,4,15867,0.00600096669003969,"FPS Forest Park",14,7,21,4,0,1,2,22,8,17,3,10,1,4,2,12,0,12,3,18,2,33,5,0,0,0,28,3,4,2,17,7,3,0,19,2,9,2,7,2,66,6,7,0,71,13,19,16,43,2,21,4,0,0,20,2,0,0,21,7,0,14,6,11,1,6,1,33,2,5,2,13,2,34,9,48,8,3,2,34,4,17,1,12,0,0,0,14,2,6,1,0,0,7,2,20,12,6,2,6,0,5,4,9,1,66,8,81,5,34,5,8,3,2,23,2,18,7,6,2,2,0,17,6,4,0,15,4,5,0,1,0,18,1,18,1,2,1,10,5,12,2,0,14,1,0,0,3,0,0,7,5,2,0,29,9,0,1,8,0,28,8,2,3,44,5,1552,,,,,,,,,,212,74
"29","FRS","Frankfort Public Library District","XBR","https://catalog.swanlibraries.net/frs","January",2013,66,"frs",9504,8603,1363,158,3,19631,0.00742452745271123,"FRS Frankfort",27,7,29,21,0,8,4,39,18,34,18,11,4,16,4,20,1,23,16,7,7,74,13,0,0,0,61,13,13,4,31,12,7,2,44,10,30,10,10,2,142,25,25,4,174,47,32,25,54,10,32,14,0,1,36,10,43,5,0,0,0,19,5,21,3,13,3,40,16,18,2,21,4,69,16,140,23,7,1,40,22,34,8,17,5,1,0,37,1,31,4,0,0,24,6,35,23,12,3,23,6,12,7,13,6,138,15,140,37,86,42,23,9,8,56,2,32,18,8,6,2,2,20,8,0,0,26,10,13,3,1,0,15,8,42,11,4,0,13,4,26,8,0,24,10,9,5,9,1,0,34,13,3,0,53,49,0,0,19,10,76,14,4,3,91,24,3407,,,,,,,,,,154,102
"30","GAS","Glenwood-Lynwood Public Library District -- Bookmobile","XBR","https://catalog.swanlibraries.net/gws","January",2013,,"gas",36,64,1,0,0,101,3.81986283288592e-05,"GAS Glenwood-Lynwood bookmobile",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,3,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,,,,,,,,,,11,
"31","GPS","Grande Prairie Public Library District","XBR","https://catalog.swanlibraries.net/gps","January",2013,380,"gps",4432,4294,722,111,1,9560,0.00361563254281083,"GPS Grande Prairie",6,1,17,9,1,3,2,13,6,26,13,7,1,3,1,32,1,13,1,23,0,34,1,0,0,0,35,5,21,4,27,1,2,1,14,1,12,3,7,1,65,3,28,4,66,11,9,12,21,3,23,2,0,0,14,3,22,3,17,8,0,0,0,18,1,17,0,14,4,8,1,17,1,47,7,47,9,0,1,11,7,15,1,9,4,1,0,13,0,6,2,1,0,8,0,35,6,13,1,13,4,3,6,9,1,50,7,56,10,40,6,8,0,2,18,1,8,4,0,0,2,0,4,1,4,0,7,2,3,1,0,0,18,7,6,7,2,0,6,2,22,0,0,5,2,0,2,7,0,0,3,5,2,0,17,20,0,0,3,1,38,8,4,2,45,2,1493,,,,,,,,,,879,104
"32","GWS","Glenwood-Lynwood Public Library District","XBR","https://catalog.swanlibraries.net/gws","January",2013,463,"gws",1717,1532,360,29,0,3638,0.00137590702832069,"GWS Glenwood-Lynwood",15,3,16,0,0,5,0,21,8,22,7,9,0,3,0,19,1,8,0,9,0,27,4,0,0,0,26,1,11,0,20,4,2,2,19,2,11,7,8,4,64,7,10,1,62,20,12,6,28,1,13,3,0,0,10,2,14,7,22,4,6,12,1,0,0,10,1,24,13,8,0,14,2,43,4,59,7,10,0,15,1,9,2,6,0,0,0,9,0,3,0,0,0,7,1,34,4,7,1,24,1,3,1,3,4,44,2,54,10,23,3,8,1,2,24,1,9,4,3,2,0,0,10,6,5,0,9,2,6,2,0,0,10,12,12,1,3,0,8,5,12,1,0,5,2,3,1,4,0,0,14,0,3,0,32,16,0,3,10,1,29,11,2,0,39,4,1402,,,,,"gws",40,0,0,40,1267,63
"33","HAS","Harvey Public Library District","XBR","https://catalog.swanlibraries.net/has","January",2013,45,"has",2163,2072,302,65,0,4602,0.00174049591652881,"HAS Harvey",2,0,8,0,0,1,0,3,0,10,2,1,0,0,0,11,0,3,0,6,0,15,0,0,0,0,27,1,2,0,3,2,1,0,4,0,1,0,1,0,8,2,3,1,14,1,1,4,3,0,5,0,0,0,0,1,6,0,2,1,0,19,0,8,0,0,0,3,0,2,0,5,0,10,2,11,1,1,0,2,0,2,0,0,0,0,0,0,0,5,0,0,0,2,1,18,1,7,0,1,0,0,0,3,0,15,0,13,0,10,1,2,0,2,7,1,3,1,0,0,0,0,2,0,6,0,0,0,3,0,0,0,11,2,1,0,1,0,1,0,5,0,0,2,0,0,0,1,0,0,0,0,0,0,1,3,0,0,2,0,9,0,1,0,13,0,379,,,,,,,,,,395,86
"34","HDS","Hinsdale Public Library","XBR","https://catalog.swanlibraries.net/hds","January",2013,307,"hds",9290,9319,2026,335,0,20970,0.00793094293124928,"HDS Hinsdale",29,10,19,14,0,7,4,32,9,31,11,10,1,11,4,11,5,12,4,12,3,50,8,0,0,0,40,9,18,9,19,10,12,6,24,8,10,10,7,2,88,10,10,2,119,32,18,14,45,8,23,10,0,0,20,5,24,9,25,11,0,21,2,14,3,13,4,0,0,7,8,21,3,45,14,82,21,8,3,38,16,31,8,19,3,2,0,25,3,17,5,0,0,12,4,35,11,9,0,20,2,4,3,9,1,102,10,111,34,49,12,16,7,4,28,1,29,15,7,2,0,2,16,10,1,1,24,7,17,4,0,0,7,7,36,9,5,0,12,3,13,6,0,14,3,3,0,1,3,0,33,10,9,1,33,25,0,0,23,6,56,7,6,2,84,21,2447,,,,,"hds",82,0,258,340,747,77
"35","HKS","Hodgkins Public Library District","XBR","https://catalog.swanlibraries.net/hks","January",2013,22,"hks",1943,1975,616,96,1,4631,0.00175146383951433,"HKS Hodgkins",6,0,6,3,0,1,1,4,4,1,2,3,0,1,0,3,1,1,0,2,1,8,0,0,0,1,4,2,3,0,3,0,3,0,6,3,3,0,1,1,13,1,2,0,17,7,3,1,9,0,3,0,0,0,4,3,3,1,2,2,0,1,3,1,0,4,1,6,5,0,0,2,1,4,0,16,3,0,1,6,1,1,1,2,0,0,0,3,1,2,0,0,0,3,1,8,0,1,1,6,3,0,0,2,1,13,3,10,5,7,3,4,1,0,4,2,2,1,1,1,0,0,3,0,0,0,2,2,1,2,0,0,1,3,4,0,1,0,1,1,5,2,0,1,1,1,0,0,0,0,2,1,1,0,8,8,0,0,4,2,9,1,0,1,12,3,380,,,,,,,,,,1,19
"36","HSS","Hillside Public Library","XBR","https://catalog.swanlibraries.net/hss","January",2013,111,"hss",4545,4419,515,65,1,9545,0.00360995947919763,"HSS Hillside",7,0,6,3,0,0,1,7,2,4,10,1,1,0,0,7,0,3,0,1,0,22,2,0,0,0,10,4,2,4,15,2,0,0,18,2,2,1,4,1,35,1,5,0,26,12,17,3,16,0,5,0,0,0,6,2,6,1,5,2,0,7,1,9,1,3,1,9,4,3,0,0,0,16,1,24,6,1,1,6,1,3,0,3,0,0,0,7,0,5,0,1,0,4,4,7,0,4,1,9,0,1,0,3,1,44,1,25,7,8,3,3,2,0,16,0,5,3,0,0,0,0,13,2,1,0,4,3,8,0,0,0,3,1,8,0,3,0,2,0,5,2,0,6,3,2,0,1,0,0,3,4,0,1,21,5,0,0,5,0,20,1,1,0,15,3,694,,,,,"hss",13,0,0,13,634,19
"37","HWS","Homewood Public Library District","XBR","https://catalog.swanlibraries.net/hws","January",2013,530,"hws",15767,15359,2998,529,2,34655,0.0131066679676893,"HWS Homewood",59,16,45,20,0,12,3,42,11,52,16,8,0,14,4,20,8,31,5,12,2,98,5,0,0,0,70,16,22,6,48,9,9,5,54,10,14,16,18,1,180,19,23,8,187,36,28,17,87,6,50,12,0,0,38,11,27,10,59,8,0,36,10,24,5,18,3,46,20,21,4,27,6,0,0,142,18,11,2,62,22,38,17,17,6,2,0,29,1,27,6,1,0,27,5,61,8,12,3,25,3,13,5,17,2,182,16,147,27,101,12,21,10,8,65,1,39,20,13,8,6,3,29,11,9,2,26,4,12,2,0,0,21,5,39,14,2,1,22,5,30,4,0,32,2,5,3,1,1,0,23,6,7,0,76,33,0,1,29,7,110,14,10,2,116,20,3804,,,,,,,,,,759,82
"38","INS","Indian Prairie Public Library District","XBR","https://catalog.swanlibraries.net/ins","January",2013,661,"ins",36284,36108,4684,614,4,77694,0.0293842002909147,"INS Indian Prairie",63,18,83,28,0,16,10,83,23,74,35,28,3,23,13,49,5,50,12,19,3,131,21,1,0,0,112,20,25,13,61,18,16,9,77,24,35,8,20,7,285,40,29,8,349,91,69,33,123,20,63,17,0,0,73,12,47,10,101,26,0,45,7,46,3,45,2,102,34,37,12,45,10,137,23,0,0,14,1,110,29,69,16,42,5,2,0,43,5,29,6,1,0,36,7,74,17,15,0,60,13,17,16,25,7,327,15,245,50,159,29,58,12,4,70,4,67,21,13,2,6,0,46,20,0,0,52,15,28,1,0,0,47,10,68,11,4,1,27,13,53,6,0,24,7,4,4,20,0,0,34,18,5,1,117,55,0,0,42,10,149,21,23,5,235,29,6126,,,,,,,,,,889,192
"39","JDS","Justice Public Library District","XBR","https://catalog.swanlibraries.net/jds","January",2013,13,"jds",829,766,193,17,0,1805,0.000682658654788028,"JDS Justice",3,0,2,0,0,0,0,2,1,5,1,0,0,2,0,1,0,6,0,1,0,5,1,0,0,0,5,0,2,1,9,3,0,0,7,0,3,0,0,0,6,0,1,1,15,1,0,0,7,0,5,0,0,0,3,0,1,0,7,0,0,0,0,2,0,2,0,3,1,0,2,0,0,4,0,8,1,0,0,6,1,2,0,3,1,0,0,1,0,2,0,0,0,4,0,10,3,2,0,2,1,1,0,1,0,15,0,8,1,8,1,1,0,1,9,1,6,0,1,0,0,0,3,0,2,0,2,0,0,0,0,0,1,0,2,1,1,0,0,0,2,0,0,3,1,2,0,3,1,0,2,0,0,0,5,0,0,0,6,0,11,1,1,0,8,0,280,,,,,,,,,,86,62
"40","LGS","LaGrange Public Library","XBR","https://catalog.swanlibraries.net/lgs","January",2013,169,"lgs",8880,8377,1782,196,0,19235,0.00727475857332283,"LGS La Grange",41,8,42,17,0,9,5,48,10,42,6,14,6,12,7,14,7,19,7,7,5,68,8,4,0,0,56,12,19,7,45,12,7,5,35,9,26,9,8,8,118,10,30,2,150,53,28,19,65,14,28,15,0,0,41,9,37,11,37,18,0,31,4,13,1,21,3,85,24,16,6,25,6,67,18,132,19,6,1,0,0,43,9,21,5,1,0,22,3,12,7,0,0,25,2,33,3,11,0,18,6,10,8,12,8,146,15,159,34,72,26,23,12,10,31,4,33,16,10,2,3,3,25,12,2,0,21,10,18,5,0,0,18,2,33,10,4,1,16,9,14,5,0,12,5,4,2,8,3,0,67,14,1,6,69,29,0,0,26,7,66,9,3,2,109,21,3353,,,,,,,,,,542,65
"41","LPS","LaGrange Park Public Library District","XBR","https://catalog.swanlibraries.net/lps","January",2013,381,"lps",6222,6173,1357,202,3,13957,0.00527859658995928,"LPS La Grange Park",29,3,22,3,0,15,3,38,11,31,10,3,2,10,4,23,5,25,1,8,1,50,7,0,0,0,51,4,16,2,32,4,9,1,37,3,18,7,12,1,132,4,14,2,133,29,29,10,71,5,32,8,0,0,48,4,30,2,46,6,0,15,2,11,4,15,2,40,12,11,3,18,3,56,2,108,8,5,2,60,13,0,0,11,2,1,0,26,1,25,4,1,0,24,1,24,5,7,0,18,3,7,2,12,4,92,5,124,7,70,8,21,7,7,19,2,30,8,8,2,0,1,21,2,0,0,34,3,4,3,0,0,16,4,30,9,4,2,15,4,27,5,0,7,3,2,0,1,0,0,21,12,6,0,42,18,0,0,28,5,72,6,12,0,68,12,2583,,,,,"lps",1,0,0,1,1043,38
"42","LSS","Lansing Public Library","XBR","https://swanlibs.ent.sirsi.net/client/en_US/lss/","January",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113
"43","LYS","Lyons Public Library","XBR","https://catalog.swanlibraries.net/lys","January",2013,360,"lys",2970,2805,337,34,0,6146,0.00232444326444721,"LYS Lyons",1,0,4,5,0,1,0,3,4,6,4,1,0,5,1,3,0,3,0,4,0,8,4,0,0,0,3,1,1,3,6,3,0,0,4,1,5,2,3,0,19,2,4,0,22,7,3,0,5,1,4,4,0,0,9,1,4,1,5,3,0,2,3,2,0,3,1,4,2,2,0,2,0,9,2,4,3,0,0,5,1,6,2,0,0,0,0,9,0,3,1,0,0,1,0,4,1,0,1,0,1,1,2,1,0,21,2,19,3,15,2,4,0,0,5,0,4,3,0,0,1,0,1,2,0,0,5,1,1,0,0,0,3,2,4,1,0,0,5,0,6,2,0,7,0,0,0,1,0,0,0,1,2,1,9,9,0,0,2,0,10,1,0,2,11,4,433,,,,,,,,,,449,43
"44","MAS","The Morton Arboretum -- Sterling Morton Library","XBR","https://catalog.swanlibraries.net/mas","January",2013,,"mas",236,194,90,6,0,526,0.000198935430702772,"MAS Morton Arboretum",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,,,,"mas",260,0,0,260,1070,17
"45","MCS","McCook Public Library District","XBR","https://catalog.swanlibraries.net/mcs","January",2013,21,"mcs",1467,1434,161,221,0,3283,0.00124164452280836,"MCS McCook",1,0,4,0,0,0,0,1,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,3,0,1,1,0,6,1,2,0,5,3,0,0,2,1,2,1,0,0,0,4,0,0,4,5,0,0,0,0,1,0,0,2,1,1,2,1,0,0,1,3,1,0,0,3,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,1,2,4,3,0,2,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,2,0,0,0,0,2,0,0,0,2,1,123,,,,,,,,,,15,1
"46","MDS","Midlothian Public Library","XBR","https://catalog.swanlibraries.net/mds","January",2013,369,"mds",3944,3839,378,34,0,8195,0.00309938375400991,"MDS Midlothian",8,0,16,3,0,1,0,16,2,8,2,3,0,4,1,5,1,10,0,5,1,23,2,0,0,0,13,2,1,1,10,0,2,1,9,1,4,1,5,0,30,3,5,1,37,8,15,7,10,1,8,3,0,0,10,0,6,2,17,4,0,10,2,9,0,2,0,19,1,2,1,7,0,24,1,36,2,2,0,21,2,9,0,8,0,0,0,9,0,0,0,0,0,6,1,11,1,3,0,7,1,2,1,1,1,44,0,34,5,21,4,7,2,2,11,0,6,1,1,0,1,0,7,2,1,0,6,1,0,0,0,0,7,1,9,0,0,0,3,0,8,1,0,3,0,2,0,1,1,0,5,0,1,0,14,7,0,0,4,1,16,3,0,0,19,4,796,,,,,"mds",2,0,0,2,538,63
"47","MKS","Markham Public Library -- Bradford Anderson Oglesby Library","XBR","https://catalog.swanlibraries.net/mks","January",2013,18,"mks",317,307,38,6,1,669,0.000253018637148582,"MKS Markham",5,1,4,2,5,1,0,3,2,1,0,2,0,1,0,4,0,3,0,0,0,11,0,0,0,0,9,1,2,0,7,0,0,1,2,0,4,1,0,0,11,0,3,0,15,9,2,7,2,0,0,0,0,0,2,1,4,0,7,0,0,8,2,0,0,6,0,3,0,4,0,2,0,12,0,6,2,1,0,4,0,2,0,1,0,0,0,4,0,2,1,0,0,5,0,12,4,2,0,9,0,0,0,0,0,18,0,14,0,6,2,1,2,1,5,0,1,0,0,0,2,0,2,0,2,0,5,1,2,0,0,0,1,1,2,2,0,0,1,0,2,0,0,2,0,2,1,2,0,0,3,0,0,0,6,7,0,0,2,0,7,1,2,0,4,0,339,,,,,,,,,,52,68
"48","MPS","Melrose Park Public Library","XBR","https://catalog.swanlibraries.net/mps","January",2013,109,"mps",1325,1162,301,34,0,2822,0.00106729236776278,"MPS Melrose Park",5,6,7,6,0,1,0,7,3,6,2,5,0,4,1,4,1,14,0,3,0,14,0,0,0,0,18,1,3,1,14,2,1,4,6,1,2,1,1,0,19,4,10,3,50,10,9,11,14,3,5,3,0,0,7,5,4,2,7,8,0,10,1,7,0,4,1,7,5,4,2,8,2,23,3,31,8,0,0,7,2,10,2,2,0,0,0,3,2,3,0,0,0,0,0,11,2,1,1,12,0,2,3,0,1,24,1,32,9,13,4,12,4,1,7,1,9,7,0,1,0,2,5,4,0,0,4,1,7,0,0,0,4,4,8,2,1,2,2,2,4,1,0,11,1,1,0,2,1,0,9,2,1,0,9,6,0,0,4,3,18,0,2,2,28,3,779,,,,,,,,,,335,76
"49","MTS","Matteson Area Public Library District","XBR","https://catalog.swanlibraries.net/mts","January",2013,285,"mts",7151,7037,1872,118,0,16178,0.0061185882089533,"MTS Matteson",17,4,30,1,0,4,0,10,2,27,3,6,2,4,1,24,2,9,0,12,1,34,2,0,0,0,38,3,8,2,20,0,3,1,22,3,9,3,7,2,58,5,17,2,81,15,17,9,22,5,17,4,0,0,18,8,17,3,22,1,0,19,4,14,0,14,0,14,6,7,1,6,1,38,7,74,5,5,0,28,5,14,2,7,0,0,0,15,1,6,0,1,0,11,3,0,0,8,1,13,4,5,0,4,3,76,2,62,12,38,6,7,5,1,36,3,9,6,2,1,3,0,8,2,7,0,8,5,5,2,0,0,23,8,22,3,3,0,8,2,15,2,0,11,1,2,1,6,0,0,9,0,3,0,29,9,0,1,6,5,35,7,6,0,55,6,1567,,,,,,,,,,872,52
"50","MWS","Maywood Public Library District","XBR","https://catalog.swanlibraries.net/mws","January",2013,10,"mws",1862,1720,354,49,0,3985,0.00150714389990598,"MWS Maywood",3,3,8,0,0,0,1,2,2,13,1,1,0,0,0,9,0,3,0,1,0,3,1,0,0,0,14,2,0,0,2,3,0,0,7,0,1,0,2,0,14,2,2,0,12,4,2,2,7,1,4,1,0,0,1,2,4,3,1,1,0,9,0,1,2,2,0,1,2,0,0,7,0,4,1,15,1,1,0,3,0,0,0,3,0,0,0,0,0,1,3,1,0,2,0,17,2,0,0,4,2,2,0,0,0,12,4,11,5,3,2,1,1,2,6,1,1,1,0,0,1,0,3,1,1,1,2,1,0,1,0,0,5,0,3,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,2,8,1,0,1,5,2,329,,,,,,,,,,128,86
"51","NLS","Northlake Public Library District","XBR","https://catalog.swanlibraries.net/nls","January",2013,59,"nls",5875,5720,522,197,4,12318,0.0046587198391573,"NLS Northlake",12,2,12,4,0,3,0,10,4,16,11,5,2,2,0,10,3,9,4,3,0,12,6,0,0,0,23,4,6,1,18,7,3,0,17,4,9,3,6,0,39,8,6,2,61,16,16,13,23,3,9,4,0,0,16,2,18,11,10,5,0,5,7,17,1,2,1,11,2,5,0,10,0,21,3,30,8,3,1,20,3,14,0,7,0,1,0,11,1,4,0,0,0,13,0,12,7,7,0,0,0,1,1,4,1,63,3,49,13,21,3,14,4,3,24,3,16,4,5,1,0,0,6,2,0,2,9,0,7,1,0,0,8,5,10,5,0,0,5,1,6,2,0,9,0,1,0,2,0,0,7,4,0,0,15,16,0,0,4,2,25,7,0,2,32,3,1151,,,,,,,,,,227,97
