"","LibID","Library","ILDSDeliveryStop","CatalogLink","Month","Year","BibsAdded","ITEM.LOC.CODE","CHKOUTS","CHKINS","RENEWALS","HOLDS","Hl.RECLL","TOTAL..","PERCENT","BorrowingLibrary","ads","adsj","ams","amsj","bbs","bcs","bcsj","bfs","bfsj","bis","bisj","bks","bksj","bps","bpsj","brs","brsj","bvs","bvsj","bws","bwsj","bys","bysj","bzs","cas","casj","ccs","ccsj","chs","chsj","cis","cisj","cns","cnsj","crs","crsj","cts","ctsj","cws","cwsj","dgs","dgsj","dos","dosj","eps","epsj","ess","essj","evs","evsj","fbs","fbsj","fms","fmsj","fps","fpsj","frs","frsj","gas","gps","gpsj","gws","gwsj","has","hasj","hds","hdsj","hks","hksj","hss","hssj","hws","hwsj","ins","insj","jds","jdsj","lgs","lgsj","lps","lpsj","lys","lysj","mas","max","mcs","mcsj","mds","mdsj","mks","mps","mpsj","mts","mtsj","mws","mwsj","nls","nlsj","nrs","nrsj","oes","oesj","ols","olsj","ops","opsj","ozs","ozsj","pcs","pfs","pfsj","phs","phsj","pps","ppsj","pss","pssj","pts","ptsj","rds","rdsj","rfs","rfsj","rgs","rgsj","ros","rps","rpsj","rss","rssj","sas","sasj","sfs","sfsj","shs","shsj","sls","sps","spsj","sts","stsj","svs","svsj","tbs","tfs","tfsj","ths","thsj","tps","tpsj","ttr","tts","wcs","wcsj","wms","wmsj","wos","wosj","wrs","wrsj","ILL","czs","czsj","rosj","bzsj","mjs","mls","ors","orsj","ehs","ehsj","LOCATION","INTL.USE.","COPY.USE","IUSE3","TOTAL","ItemsAdded","PatronsAdded"
"860","GAS","Glenwood-Lynwood Public Library District -- Bookmobile","XBR","https://catalog.swanlibraries.net/gws","November",2014,,"gas",11,15,11,0,0,37,2.00922505818607e-05,"GAS GWS bookmobile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,
"861","GPS","Grande Prairie Public Library District","XBR","https://catalog.swanlibraries.net/gps","November",2014,"409","gps",3136,3209,619,73,1,7038,0.00382187188094961,"GPS Grande Prairie",16,1,18,1,0,4,0,17,5,22,2,0,0,3,1,17,1,11,0,7,1,31,1,0,0,0,47,5,5,2,21,1,4,0,12,0,9,1,0,0,48,3,6,0,15,11,34,8,5,3,0,0,20,1,12,1,15,1,0,0,0,7,0,8,0,16,4,6,1,13,0,41,2,63,5,0,0,21,4,13,1,7,1,0,0,3,0,10,0,1,9,2,20,5,6,0,11,0,5,7,4,1,63,8,41,9,6,1,3,25,0,9,1,0,0,2,0,8,1,3,0,4,2,8,1,0,5,1,9,3,2,0,10,1,17,0,0,5,3,1,2,2,1,0,6,4,1,0,18,14,0,0,6,2,41,6,3,2,32,3,1141,,,0,,,,,,,,,,,,,669,81
"862","GWS","Glenwood-Lynwood Public Library District","XBR","https://catalog.swanlibraries.net/gws","November",2014,"2204","gws",919,1037,315,16,0,2287,0.0012419182994788,"GWS Glenwood-Lynwood",16,1,12,3,0,4,2,9,3,15,1,3,1,3,2,14,2,10,2,11,0,27,8,0,0,0,32,0,7,2,11,2,2,5,9,2,3,2,6,2,26,2,17,0,9,8,25,0,15,1,0,0,13,3,9,2,13,2,11,10,1,0,0,5,0,15,2,8,1,8,3,29,3,28,3,1,0,15,0,5,4,7,5,0,0,4,0,5,1,1,2,0,16,4,8,0,7,4,1,3,2,0,41,7,35,10,4,4,1,17,3,10,3,0,1,5,1,5,4,7,2,6,2,4,2,0,1,0,3,1,1,1,6,3,14,0,0,5,2,3,2,5,0,0,5,0,1,0,15,9,0,0,8,3,19,5,1,1,28,5,922,,,0,,,,,,,,"gws",117,0,0,117,2186,40
"863","HAS","Harvey Public Library District","XBR","https://catalog.swanlibraries.net/has","November",2014,"396","has",1312,1284,211,37,0,2844,0.00154438812580573,"HAS Harvey",1,0,5,5,0,1,0,3,0,3,0,0,0,2,0,10,0,0,0,0,0,6,0,0,0,0,9,1,0,0,4,2,0,0,4,0,0,0,1,0,8,3,5,0,5,2,6,1,2,0,0,0,2,0,1,0,1,1,0,3,3,1,1,0,0,1,0,1,0,5,0,11,0,14,0,0,0,3,0,4,1,2,0,0,0,0,0,1,0,0,0,0,6,2,3,0,1,0,2,0,0,0,10,0,10,1,0,0,1,4,0,1,0,0,0,0,0,1,0,1,0,2,3,0,0,0,2,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,2,1,1,0,0,0,3,1,216,,,0,,,,,,,,,,,,,556,59
"864","HDS","Hinsdale Public Library","XBR","https://catalog.swanlibraries.net/hds","November",2014,"1948","hds",6500,6338,1802,223,2,14865,0.00807219742971242,"HDS Hinsdale",31,7,28,3,0,5,2,19,11,26,7,7,1,14,6,7,2,17,6,4,3,50,15,0,0,0,44,10,9,3,27,15,8,8,22,6,8,8,5,3,90,21,10,4,26,20,44,12,28,12,0,0,36,8,33,7,45,14,0,21,15,20,5,5,0,0,0,11,2,18,5,56,12,58,19,6,2,45,17,23,3,21,5,1,0,9,0,12,11,0,15,6,16,5,2,1,27,5,11,6,3,12,69,22,103,34,18,11,7,29,5,29,11,8,1,2,3,18,15,7,1,20,5,6,2,0,5,2,23,16,1,1,9,10,18,3,0,8,5,6,1,3,2,0,27,9,3,2,52,29,0,0,15,7,37,17,7,1,67,31,2211,,,0,,,,,,,,"hds",62,0,222,284,2147,68
"865","HKS","Hodgkins Public Library District","XBR","https://catalog.swanlibraries.net/hks","November",2014,"2196","hks",1192,1192,343,46,1,2774,0.00150637575984004,"HKS Hodgkins",5,3,7,4,0,0,0,3,3,7,2,1,1,3,1,2,0,4,0,1,4,6,0,0,0,0,9,2,2,2,7,3,3,2,9,1,5,1,0,1,10,3,1,0,5,3,8,1,3,2,0,0,4,1,3,0,5,1,0,6,0,3,0,0,2,2,2,0,0,6,0,8,6,7,4,1,0,8,2,1,0,1,1,2,0,1,0,2,3,0,1,3,8,0,2,0,4,4,0,0,0,1,14,3,11,7,1,1,1,4,0,3,0,0,0,1,1,0,3,0,0,2,1,1,1,0,1,1,4,1,0,0,1,1,5,3,0,0,0,2,1,2,0,0,5,0,1,1,16,5,0,0,4,0,6,1,0,3,15,5,384,,,0,,,,,,,,,,,,,2243,15
"866","HSS","Hillside Public Library","XBR","https://catalog.swanlibraries.net/hss","November",2014,"416","hss",2912,3110,358,54,0,6434,0.00349387946604573,"HSS Hillside",1,0,1,2,0,2,1,4,2,6,0,1,0,1,1,2,0,7,4,1,0,11,0,0,0,0,17,3,0,4,8,2,4,1,2,3,2,3,2,2,20,2,2,0,1,3,6,0,2,4,0,0,4,2,8,1,6,1,0,8,1,0,0,4,1,5,3,1,0,0,0,11,2,16,6,0,2,6,1,4,3,5,2,0,0,5,0,4,0,0,9,2,9,1,6,0,4,1,3,1,2,1,12,3,16,10,0,2,0,8,1,2,3,0,0,0,1,1,0,0,0,2,3,1,1,0,3,1,7,2,1,0,2,0,10,1,0,4,0,3,0,2,0,0,3,2,0,0,7,3,0,0,2,6,9,5,1,1,10,3,445,,,0,,,,,,,,"hss",168,0,0,168,783,19
"867","HWS","Homewood Public Library District","XBR","https://catalog.swanlibraries.net/hws","November",2014,"2252","hws",10672,10498,2785,233,3,24191,0.0131365306439403,"HWS Homewood",40,5,30,23,0,9,7,20,8,40,14,10,3,15,3,20,5,31,11,15,3,87,10,0,0,0,75,17,14,8,58,14,7,4,20,9,15,4,9,1,110,17,15,6,32,18,72,10,31,5,0,0,22,7,25,10,34,10,0,24,6,21,4,11,1,41,11,13,1,22,10,0,0,91,12,6,3,44,8,28,10,17,4,1,0,13,3,7,8,3,14,7,45,10,7,4,14,5,5,2,7,5,113,19,109,27,29,10,8,49,4,40,16,2,5,3,3,28,5,6,1,30,1,7,3,0,6,1,25,8,3,0,19,1,20,6,0,19,5,6,1,7,2,0,32,15,5,1,52,33,0,2,17,5,77,12,5,0,81,27,2647,,,0,,,,,,,,,,,,,2465,49
"868","INS","Indian Prairie Public Library District","XBR","https://catalog.swanlibraries.net/ins","November",2014,"2236","ins",24685,24192,4735,326,5,53943,0.0292928722469544,"INS Indian Prairie",52,11,50,21,0,7,6,48,18,38,10,14,4,26,3,32,3,55,6,16,1,120,11,0,0,0,107,21,19,6,52,17,18,5,65,11,21,7,12,9,228,19,26,2,47,23,112,8,37,11,0,0,40,13,50,12,51,17,0,35,4,26,2,17,5,69,18,20,1,26,4,92,15,0,0,10,3,83,18,65,11,42,7,3,0,23,2,18,10,0,20,8,33,9,5,1,28,8,15,11,19,11,201,21,219,66,30,16,12,66,19,41,27,5,3,3,4,36,14,0,0,30,9,20,4,0,3,6,49,15,7,3,22,7,32,5,0,25,9,3,7,5,2,0,46,9,6,2,86,50,0,0,35,11,89,21,9,7,126,29,3987,,,0,,,,,,,,,,,,,2372,122
"869","JDS","Justice Public Library District","XBR","https://catalog.swanlibraries.net/jds","November",2014,"2212","jds",529,556,149,7,0,1241,0.000673904945191599,"JDS Justice",3,1,3,0,0,0,1,3,2,4,1,0,0,1,0,3,0,5,0,2,0,3,1,0,0,0,4,0,3,0,0,0,0,0,1,0,1,0,0,0,15,1,0,0,0,2,4,0,1,3,0,0,0,0,3,0,2,1,0,7,0,2,0,0,0,2,0,2,0,1,0,2,1,2,1,0,0,6,0,2,2,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,3,1,0,0,2,1,5,2,2,2,1,0,0,5,0,2,1,1,0,0,0,0,0,2,0,1,0,1,0,0,2,0,2,1,0,0,0,2,2,1,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,8,0,169,,,0,,,,,,,,,,,,,2253,43
"870","LGS","LaGrange Public Library","XBR","https://catalog.swanlibraries.net/lgs","November",2014,"2248","lgs",7476,7372,2394,141,0,17383,0.00943955653687797,"LGS La Grange",33,8,19,11,0,6,4,19,14,15,4,10,3,11,3,20,4,28,4,6,1,49,6,0,0,0,59,11,12,11,30,3,13,1,22,8,9,4,7,3,93,15,6,0,17,13,51,3,27,4,0,0,20,6,27,6,36,14,0,24,2,14,2,5,2,34,12,12,9,17,3,46,6,65,13,3,2,0,0,31,6,14,1,0,0,17,2,12,0,0,14,5,29,4,9,2,20,6,8,1,5,1,103,12,90,30,26,3,3,38,4,22,9,9,1,3,2,13,4,2,0,27,5,8,4,0,4,0,21,8,1,2,14,5,17,5,0,12,2,7,2,3,1,0,30,7,5,2,48,13,0,1,18,5,58,11,4,2,73,17,2083,,,0,,,,,,,,,,,,,2550,59
"871","LPS","LaGrange Park Public Library District","XBR","https://catalog.swanlibraries.net/lps","November",2014,"426","lps",4890,4840,1436,112,0,11278,0.00612433519087095,"LPS La Grange Park",27,2,23,6,0,2,3,23,6,22,6,3,1,7,3,9,1,23,0,2,4,41,3,0,0,0,58,10,8,4,24,10,12,0,21,2,10,10,3,1,87,11,11,1,14,6,40,4,17,7,0,0,29,3,16,4,30,8,0,15,2,14,0,5,0,27,6,9,1,21,1,46,3,72,12,1,1,29,2,0,0,11,0,2,0,10,1,10,1,1,17,2,16,1,6,0,13,4,6,3,5,1,87,5,76,13,13,5,5,26,6,17,9,8,0,1,0,12,0,1,0,12,2,6,0,0,4,0,20,4,2,0,5,5,8,2,0,7,2,2,2,2,1,0,28,3,3,2,36,14,0,0,14,1,43,6,3,1,60,8,1647,,,0,,,,,,,,,,,,,946,36
"872","LSS","Lansing Public Library","XBR","https://swanlibs.ent.sirsi.net/client/en_US/lss/","November",2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
"873","LYS","Lyons Public Library","XBR","https://catalog.swanlibraries.net/lys","November",2014,"406","lys",2371,2420,228,50,0,5069,0.00275263832971492,"LYS Lyons",3,3,9,2,0,0,0,1,2,4,2,2,0,6,0,4,0,3,1,0,0,17,2,0,0,0,10,0,7,0,10,3,1,0,3,0,5,1,1,0,23,1,1,1,1,2,7,1,1,5,0,0,2,3,1,1,4,1,0,4,1,2,1,2,0,5,0,4,0,7,0,13,3,18,3,3,1,2,0,7,0,0,0,0,0,5,0,2,0,0,2,3,3,1,1,0,2,2,1,0,3,0,11,6,19,2,3,2,1,6,0,3,1,0,1,0,0,0,3,0,0,4,0,2,1,0,0,0,2,0,1,0,5,0,6,2,0,0,0,0,2,1,2,0,3,2,0,0,10,4,0,0,6,2,7,1,1,0,15,4,399,,,0,,,,,,,,,,,,,501,27
"874","MAS","The Morton Arboretum -- Sterling Morton Library","XBR","https://catalog.swanlibraries.net/mas","November",2014,"22","mas",105,130,37,2,0,274,0.000148791261065671,"MAS Morton Arboretum",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2,25,,,0,,,,,,,,"mas",129,0,0,129,1044,13
"875","MCS","McCook Public Library District","XBR","https://catalog.swanlibraries.net/mcs","November",2014,"1801","mcs",720,768,100,64,0,1652,0.000897091836790105,"MCS McCook",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,2,1,1,0,1,0,0,1,0,1,3,1,0,0,0,0,2,0,1,0,0,0,2,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,1,4,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,1,68,,,0,,,,,,,,,,,,,1803,
"876","MDS","Midlothian Public Library","XBR","https://catalog.swanlibraries.net/mds","November",2014,"2238","mds",3159,3145,374,23,0,6701,0.00363886949051483,"MDS Midlothian",9,10,10,12,0,3,0,8,2,10,5,3,0,1,3,2,0,12,0,1,2,25,0,0,0,0,10,1,7,1,11,1,0,0,8,2,3,4,0,0,22,6,7,0,6,8,14,1,9,2,0,0,5,1,3,7,10,0,0,9,0,2,1,2,1,7,1,7,2,5,0,12,3,20,3,0,0,9,3,5,3,4,0,0,0,5,0,0,0,2,4,1,4,4,2,0,7,2,2,2,0,0,46,6,23,6,2,3,1,5,2,6,2,0,0,0,0,3,5,0,0,8,1,3,0,0,2,0,9,3,2,1,2,1,9,0,0,4,0,4,1,2,0,0,5,1,2,0,17,7,0,0,4,3,25,6,1,0,24,5,663,,,0,,,,,,,,"mds",6,0,0,6,2362,31
"877","MKS","Markham Public Library -- Bradford Anderson Oglesby Library","XBR","https://catalog.swanlibraries.net/mks","November",2014,"393","mks",237,254,64,4,0,559,0.00030355589392595,"MKS Markham",3,1,0,0,0,0,0,3,0,1,0,1,0,7,0,1,0,4,1,2,0,2,1,0,0,0,4,0,0,0,1,1,0,0,0,0,1,0,1,0,7,1,1,1,3,1,3,0,0,0,0,0,2,1,3,1,1,1,0,5,1,1,0,1,0,0,1,0,0,0,0,5,0,7,1,1,0,1,0,1,1,1,0,0,0,2,1,0,1,0,2,2,3,1,1,0,0,0,0,0,0,0,6,1,11,1,1,0,1,3,0,1,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,1,0,0,1,1,152,,,0,,,,,,,,,,,,,432,87
"878","MPS","Melrose Park Public Library","XBR","https://catalog.swanlibraries.net/mps","November",2014,"453","mps",576,583,190,7,0,1356,0.00073635383213522,"MPS Melrose Park",8,11,4,7,0,2,1,4,10,8,5,8,0,1,0,3,0,9,1,1,3,16,4,0,0,0,6,5,7,2,2,6,1,1,6,2,1,2,1,3,17,9,2,2,6,8,12,5,0,6,0,0,7,3,2,3,10,3,0,3,5,8,1,3,2,2,4,1,6,3,0,4,4,19,4,0,0,8,7,14,3,5,9,0,0,2,0,3,2,0,0,0,4,9,0,0,14,4,1,2,4,4,16,10,25,12,5,5,1,6,2,4,8,1,1,1,0,3,8,1,1,8,2,0,3,0,1,2,3,5,0,1,0,1,3,1,0,2,0,0,1,1,0,0,6,1,0,2,10,25,0,0,1,4,29,11,3,1,8,12,667,,,0,,,,,,,,,,,,,495,48
"879","MTS","Matteson Area Public Library District","XBR","https://catalog.swanlibraries.net/mts","November",2014,"87","mts",3832,3846,1433,85,0,9196,0.00499373882029165,"MTS Matteson",16,2,19,7,0,9,0,6,2,10,4,3,0,3,1,12,1,12,2,9,1,17,0,0,0,0,31,2,3,0,20,3,3,1,16,1,5,2,2,1,50,2,10,2,8,2,20,2,9,10,0,0,13,2,14,3,12,4,0,20,1,8,0,4,0,10,2,5,0,10,1,21,7,38,3,3,2,14,5,11,4,7,0,0,0,4,0,6,1,0,6,2,0,0,5,0,9,2,3,3,5,0,43,5,47,9,6,0,5,18,0,9,1,1,0,3,0,3,2,4,0,3,3,1,0,0,3,1,12,4,2,0,5,1,11,2,0,4,2,2,1,1,2,0,8,1,3,0,22,11,0,0,9,0,25,1,2,0,32,4,945,,,0,,,,,,,,"mts",172,9,0,181,359,45
"880","MWS","Maywood Public Library District","XBR","https://catalog.swanlibraries.net/mws","November",2014,"8","mws",898,899,261,25,1,2084,0.00113168243817832,"MWS Maywood",1,0,7,0,0,0,2,2,0,9,2,1,0,0,0,7,0,2,4,0,0,4,1,0,0,0,12,1,1,2,4,1,0,0,1,0,1,1,0,2,4,4,2,1,1,2,3,0,1,1,0,0,1,3,6,0,0,0,0,3,2,3,0,1,0,0,0,1,3,2,1,2,2,7,0,2,0,4,1,3,1,1,0,0,0,0,0,1,0,1,2,0,6,3,0,0,2,1,0,0,0,0,7,4,7,4,0,0,2,8,0,0,1,0,0,1,0,4,1,1,0,4,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,1,1,1,1,0,0,1,2,0,0,3,3,0,0,5,4,1,0,0,2,3,3,236,,,0,,,,,,,,,,,,,49,32
"881","NLS","Northlake Public Library District","XBR","https://catalog.swanlibraries.net/nls","November",2014,"456","nls",5348,5334,1213,68,0,11963,0.00649631334353513,"NLS Northlake",13,5,16,2,0,3,1,15,3,19,4,6,1,2,0,10,1,8,1,0,1,36,1,0,0,0,26,5,7,1,29,3,4,0,15,4,3,1,2,1,54,3,7,0,17,16,29,4,10,2,0,0,11,2,14,5,20,5,0,9,3,8,0,5,0,17,5,6,0,10,8,25,4,35,7,2,0,22,1,10,2,5,0,0,0,7,0,8,1,0,13,4,14,3,3,0,0,0,2,2,10,2,59,6,51,13,12,0,4,14,0,9,6,3,1,4,0,6,2,3,1,11,2,6,1,0,2,1,5,4,0,0,4,1,11,1,0,6,2,2,3,3,0,0,13,1,1,0,17,16,0,0,4,1,31,6,6,3,36,5,1100,,,0,,,,,,,,,,,,,484,82
"882","NRS","North Riverside Public Library District","XBR","https://catalog.swanlibraries.net/nrs","November",2014,"394","nrs",1413,1363,504,38,0,3318,0.00180178614677335,"NRS North Riverside",5,1,7,6,0,0,1,8,3,11,3,2,1,2,0,3,0,7,0,3,0,11,1,0,0,0,15,3,1,0,6,3,1,1,4,2,1,0,4,0,37,3,3,0,5,6,16,2,3,4,0,0,9,0,6,3,15,2,0,9,0,3,2,3,1,13,2,2,4,5,0,11,4,21,4,1,0,10,1,5,3,1,2,0,0,4,1,5,0,1,6,0,3,2,5,0,6,2,0,0,4,1,32,2,18,6,2,3,2,9,0,7,0,1,1,0,0,2,2,0,0,5,0,2,0,0,1,2,14,4,0,0,0,0,6,0,0,3,0,2,1,0,0,0,9,5,1,0,20,4,0,1,3,2,13,4,4,0,23,7,600,,,0,,,,,,,,,,,,,498,14
"883","OES","Oak Park Public Library -- Dole Branch Library","XBR","https://catalog.swanlibraries.net/oes","November",2014,"26","oes",14,15,10,0,0,39,2.11783181808802e-05,"OES Oak Park Dole",11,5,8,7,0,2,2,14,8,12,4,6,2,2,1,5,2,7,4,2,0,23,7,1,0,0,25,14,5,7,10,6,5,2,10,2,6,3,4,3,43,12,6,1,18,8,18,2,16,5,0,0,9,7,15,4,16,2,0,6,2,5,3,6,3,20,1,4,2,3,4,23,1,30,6,2,0,26,5,15,12,5,2,0,0,2,0,8,5,0,8,4,12,6,3,0,10,6,7,2,0,0,45,12,106,49,34,11,6,9,3,8,7,2,1,2,0,5,8,1,0,14,5,1,3,0,2,0,7,4,2,0,2,3,9,7,0,4,5,3,0,0,0,0,23,3,1,0,20,9,0,1,5,6,18,5,2,1,24,16,1192,,,0,,,,,,,,,,,,,,18
"884","OLS","Oak Lawn Public Library","XBR","https://catalog.swanlibraries.net/ols","November",2014,"2485","ols",4900,5027,1931,59,0,11917,0.00647133378875768,"OLS Oak Lawn",43,9,36,10,0,10,2,39,9,36,8,11,0,12,1,18,1,38,3,9,4,97,3,0,0,0,66,15,8,4,56,15,8,1,44,3,29,7,11,0,149,11,18,5,39,18,98,6,26,8,0,0,32,8,33,6,57,4,0,23,2,15,4,12,1,43,5,18,3,19,5,80,8,138,11,7,2,55,11,38,8,19,0,0,0,16,1,14,3,0,18,2,42,3,19,2,24,3,9,3,9,1,0,0,157,20,27,6,11,47,4,27,8,8,2,5,2,22,12,2,0,36,0,18,1,0,9,3,32,9,4,0,15,6,33,2,0,23,7,9,3,3,2,0,29,3,4,0,67,28,0,1,23,6,67,13,15,2,108,15,2836,,,0,,,,,,,,,,,,,3076,171
"885","OPS","Oak Park Public Library -- Main Library","XBR","https://catalog.swanlibraries.net/ops","November",2014,"793","ops",2,2,0,0,0,4,2.172135198039e-06,"OPS Oak Park Main",108,18,69,21,0,17,8,102,27,91,22,19,3,39,12,69,8,65,24,29,8,200,21,0,0,0,202,39,48,19,95,28,21,10,80,9,43,21,11,6,394,38,43,3,100,46,202,24,78,20,0,0,88,21,106,13,140,30,0,49,14,44,10,22,2,117,34,26,9,48,15,183,29,270,24,24,4,161,39,103,16,52,8,7,0,25,4,37,10,1,48,15,108,20,34,2,47,5,19,8,124,52,396,42,0,0,183,42,40,133,14,80,35,13,4,9,1,44,19,15,3,83,9,37,7,0,8,7,86,26,15,6,39,16,61,9,0,35,9,13,5,9,1,0,98,7,7,7,166,54,0,12,52,20,185,21,17,6,249,41,7323,,,0,,,,,,,,,,,,,,215
"886","OZS","Oak Park Public Library -- Maze Branch Library","XBR","https://catalog.swanlibraries.net/ozs","November",2014,"51","ozs",1,4,1,0,0,6,3.25820279705849e-06,"OZS Oak Park Maze",44,12,34,9,0,11,0,29,14,36,14,5,3,10,2,26,8,26,6,8,3,66,7,0,0,0,73,11,10,6,25,8,6,4,31,7,11,10,6,6,122,33,12,2,29,26,63,13,30,10,0,0,31,9,39,10,56,8,0,14,3,14,4,4,1,37,15,5,3,15,8,72,13,103,17,5,3,53,14,31,7,18,2,3,0,12,0,16,7,0,21,4,22,8,10,1,20,5,7,11,42,17,116,14,353,104,0,0,5,46,6,36,11,2,6,2,3,21,9,4,0,30,9,16,3,0,0,3,32,6,5,1,19,4,20,8,0,19,8,7,4,5,2,0,38,10,4,3,60,27,0,0,21,4,59,12,4,2,85,29,3044,,,0,,,,,,,,,,,,,,29
"887","PCS","Prairie State College -- Library","XBR","https://catalog.swanlibraries.net/pcs","November",2014,"90","pcs",528,569,299,2,0,1398,0.000759161251714629,"PCS Prairie State College",1,0,3,0,0,0,0,4,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,60,,,0,,,,,,,,"pcs",47,0,163,210,214,60
"888","PFS","Park Forest Public Library","XBR","https://catalog.swanlibraries.net/pfs","November",2014,"2206","pfs",5324,5577,1041,224,2,12168,0.00660763527243463,"PFS Park Forest",22,6,15,9,0,6,2,19,7,20,4,3,0,6,2,16,2,14,3,7,0,55,2,0,0,0,57,12,11,3,20,3,4,1,26,4,20,5,6,4,108,6,19,0,19,14,48,2,11,4,0,0,27,7,20,5,34,6,0,13,2,16,1,6,2,19,5,7,0,11,1,55,6,65,6,3,0,38,7,22,4,13,0,0,0,10,0,3,2,1,7,6,39,18,9,1,10,2,10,4,5,2,73,10,74,15,13,2,5,0,0,15,3,4,0,4,0,13,2,0,0,8,5,8,1,0,6,5,12,1,3,1,10,2,22,5,0,9,3,3,0,3,2,0,21,2,2,1,56,31,0,0,12,4,48,1,4,3,40,13,1737,,,0,,,,,,,,,,,,,2193,75
"889","PHS","Palos Heights Public Library","XBR","https://catalog.swanlibraries.net/phs","November",2014,"2222","phs",4674,4705,1322,130,0,10831,0.00588159908249009,"PHS Palos Heights",38,4,25,4,0,1,1,17,5,17,2,5,2,11,2,5,1,10,1,4,0,50,6,0,1,0,44,11,6,4,17,6,9,0,24,4,8,3,3,2,56,4,6,1,24,6,30,4,18,2,0,0,23,5,13,0,24,7,0,15,1,9,2,2,1,22,5,4,1,16,4,25,10,44,6,1,3,32,6,22,6,14,0,0,0,7,2,10,4,0,11,2,26,1,2,0,10,4,3,1,12,3,49,7,64,11,17,3,5,17,4,0,0,10,2,4,2,11,5,1,1,9,2,11,3,0,4,0,23,5,1,1,5,5,15,2,0,5,0,2,1,1,1,0,16,2,0,0,28,12,0,0,10,3,27,5,6,2,40,6,1391,,,0,,,,,,,,,,,,,2693,35
