"","LibID","Library","ILDSDeliveryStop","CatalogLink","Month","Year","BibsAdded","ITEM.LOC.CODE","CHKOUTS","CHKINS","RENEWALS","HOLDS","Hl.RECLL","TOTAL..","PERCENT","BorrowingLibrary","ads","adsj","ams","amsj","bbs","bcs","bcsj","bfs","bfsj","bis","bisj","bks","bksj","bps","bpsj","brs","brsj","bvs","bvsj","bws","bwsj","bys","bysj","bzs","cas","casj","ccs","ccsj","chs","chsj","cis","cisj","cns","cnsj","crs","crsj","cts","ctsj","cws","cwsj","dgs","dgsj","dos","dosj","eps","epsj","ess","essj","evs","evsj","fbs","fbsj","fms","fmsj","fps","fpsj","frs","frsj","gps","gpsj","gws","gwsj","has","hasj","hds","hdsj","hks","hksj","hss","hssj","hws","hwsj","ins","insj","jds","jdsj","lgs","lgsj","lps","lpsj","lys","lysj","mas","max","mcs","mcsj","mds","mdsj","mks","mps","mpsj","mts","mtsj","mws","mwsj","nls","nlsj","nrs","nrsj","oes","oesj","ols","olsj","ops","opsj","ozs","ozsj","pcs","pfs","pfsj","phs","phsj","pps","ppsj","pss","pssj","pts","ptsj","rds","rdsj","rfs","rfsj","rgs","rgsj","ros","rosj","rps","rpsj","rss","rssj","sas","sasj","sfs","sfsj","shs","shsj","sls","sps","spsj","sts","stsj","svs","svsj","tbs","tfs","tfsj","ths","thsj","tps","tpsj","ttr","tts","wcs","wcsj","wms","wmsj","wos","wosj","wrs","wrsj","ILL","czs","czsj","bzsj","mjs","mls","ors","orsj","ehs","ehsj","gas","LOCATION","INTL.USE.","COPY.USE","IUSE3","TOTAL","ItemsAdded","PatronsAdded"
"164","WMS","Westmont Public Library","XBR","https://catalog.swanlibraries.net/wms","February",2015,1582,"wms",8035,8413,2369,253,0,19070,0.0113514134503833,"WMS Westmont",37,4,22,6,0,8,3,36,7,39,7,9,3,4,4,18,1,52,6,5,3,51,7,0,0,0,69,9,8,5,24,9,6,3,25,6,10,5,9,6,132,13,14,4,34,10,56,5,15,5,0,0,29,4,29,4,38,7,17,5,12,3,4,1,27,8,17,1,14,2,52,8,94,8,3,2,39,11,37,2,11,1,0,0,19,0,9,6,1,13,4,31,2,5,0,21,6,8,2,7,0,95,10,78,31,18,6,6,32,4,21,11,10,2,1,0,19,9,4,0,24,4,14,1,0,0,9,1,23,7,3,2,13,8,17,5,0,7,3,4,2,3,0,0,22,9,4,1,39,20,0,0,12,2,0,0,10,1,83,12,2160,,,,,,,,,,,,,,,,1817,95
"165","WOS","Worth Public Library District","XBR","https://catalog.swanlibraries.net/wos","February",2015,1506,"wos",879,881,231,37,0,2028,0.00120716656934333,"WOS Worth",7,0,9,0,0,1,0,17,3,16,0,3,0,2,0,2,1,7,0,1,0,25,1,0,0,0,25,0,3,0,9,0,2,1,9,0,3,1,2,0,17,0,5,0,5,5,15,0,6,3,0,0,7,1,7,1,9,3,6,2,6,0,1,0,8,1,2,1,5,0,10,1,23,3,2,1,15,1,12,1,6,0,0,0,3,0,5,0,5,6,1,6,4,3,0,4,1,1,0,2,1,44,9,24,3,6,0,1,14,0,11,10,1,1,0,0,6,0,0,0,4,3,4,1,0,0,1,0,3,1,3,0,4,0,7,0,0,5,0,0,0,0,0,0,7,1,0,0,22,4,0,0,6,1,18,1,0,0,21,1,631,,,,,,,,,,,,,,,,1579,16
"166","WRS","Woodridge Public Library","XBR","https://catalog.swanlibraries.net/wrs","February",2015,1641,"wrs",13477,13261,6159,222,4,33123,0.0197164587161534,"WRS Woodridge",39,6,38,10,0,13,3,54,17,32,9,7,4,17,1,25,6,49,6,12,5,105,3,0,0,0,81,11,16,13,51,17,9,4,47,6,23,5,14,4,170,27,14,2,39,24,61,12,23,12,0,0,30,7,36,21,59,10,24,4,24,6,7,5,49,22,10,2,21,5,58,7,150,22,9,1,50,15,39,5,25,5,1,0,15,0,19,9,3,26,11,37,2,7,0,23,4,10,3,17,5,186,19,164,38,21,5,13,59,4,24,17,5,2,4,0,14,11,5,1,27,5,18,5,0,0,9,2,37,7,1,2,14,4,28,5,0,12,3,1,5,6,2,0,35,6,3,2,71,59,0,3,16,5,96,18,4,3,0,0,3172,,,,,,,,,,,,,,,,2213,108
"167","ADS","Acorn Public Library District","XBR","https://catalog.swanlibraries.net/ads","March",2015,147,"ads",4790,4781,1051,175,0,10797,0.00554176288317438,"ADS Acorn",0,0,27,4,0,3,2,17,1,19,5,7,0,6,2,14,0,24,1,4,1,41,3,0,0,0,32,6,11,3,27,8,6,0,18,2,11,1,11,5,86,9,5,1,22,9,29,3,21,4,0,0,20,3,18,4,34,14,13,4,9,0,9,0,14,5,19,1,15,3,22,8,53,5,5,0,25,9,18,2,6,3,0,0,10,1,14,4,3,5,1,21,0,9,0,14,4,2,4,5,0,70,10,78,15,8,1,3,20,2,24,5,1,4,1,0,12,0,2,0,13,0,6,0,0,0,5,3,16,4,2,1,4,5,21,4,0,11,5,5,1,4,2,0,20,3,0,0,55,15,0,0,8,2,29,8,7,2,53,5,,,,,,,,,,,0,"ads",0,0,1,1,325,69
"168","AMS","Alsip-Merrionette Park Public Library District","XBR","https://catalog.swanlibraries.net/ams","March",2015,208,"ams",6021,6136,881,184,0,13222,0.00678643964446899,"AMS Alsip",11,4,0,0,0,4,2,12,3,9,7,8,0,3,1,7,1,12,5,3,2,28,4,0,0,0,21,0,3,0,17,0,3,0,10,3,7,0,6,1,58,5,2,0,10,6,33,2,7,5,0,0,13,2,11,3,19,3,7,1,7,1,3,1,9,1,10,0,4,1,18,4,32,3,1,0,19,5,10,2,6,0,2,0,3,2,5,1,0,4,2,10,4,2,0,5,6,2,2,2,1,38,5,40,7,4,3,3,10,4,11,5,3,0,1,0,5,2,1,0,10,2,0,0,0,0,0,1,3,1,0,0,4,1,17,4,0,3,3,5,5,0,0,0,5,4,1,0,26,2,0,0,11,2,28,5,2,2,28,5,,,,,,,,,,,0,,,,,,964,108
"169","BCS","Beecher Community Library District","XBR","https://catalog.swanlibraries.net/bcs","March",2015,115,"bcs",1186,1206,286,15,0,2693,0.00138223279099644,"BCS Beecher",6,1,11,4,0,0,0,1,0,12,1,2,1,1,1,6,1,14,4,2,0,17,3,0,0,0,15,4,3,1,8,3,3,1,6,1,6,0,3,4,29,7,2,0,7,5,11,2,3,2,0,0,3,0,7,1,7,0,3,0,5,2,3,0,8,1,4,1,2,0,10,2,19,3,1,0,6,2,7,0,4,0,0,0,5,0,4,0,0,2,2,4,0,1,0,4,0,0,1,0,1,22,0,15,8,4,1,0,12,1,6,3,2,3,1,0,3,1,0,0,9,1,2,0,0,0,0,0,8,4,3,0,1,3,7,1,0,6,5,0,0,1,0,0,5,1,2,0,16,4,0,0,3,1,7,1,0,1,21,5,,,,,,,,,,,0,,,,,,223,15
"170","BFS","Brookfield Public Library","XBR","https://catalog.swanlibraries.net/bfs","March",2015,104,"bfs",6988,7038,1522,151,0,15699,0.00805780638167589,"BFS Brookfield",34,5,37,17,0,7,6,0,0,32,8,11,3,16,3,31,5,28,6,12,0,68,8,0,0,0,67,23,14,13,30,11,9,8,34,7,21,8,14,12,160,26,19,4,38,23,60,15,32,9,0,0,24,13,44,7,55,11,16,5,18,3,11,3,32,20,15,1,12,5,45,11,119,15,6,2,79,20,56,13,25,1,0,0,24,4,2,8,3,14,10,22,7,8,0,17,7,9,4,8,5,152,13,112,38,18,3,15,49,1,29,14,3,1,4,0,19,7,3,0,26,6,9,6,0,0,12,3,41,7,4,2,22,8,31,6,0,5,7,8,3,3,3,0,31,15,1,0,49,23,0,0,28,13,62,17,4,6,89,34,,,,,,,,,,,0,,,,,,29,53
"171","BIS","Blue Island Public Library","XBR","https://catalog.swanlibraries.net/bis","March",2015,168,"bis",4251,4529,1206,106,0,10092,0.00517990840205574,"BIS Blue Island",14,1,20,1,0,3,0,13,3,0,0,2,0,4,1,9,1,20,0,1,1,41,1,0,0,0,43,6,7,2,31,0,1,0,13,1,5,1,3,5,86,3,6,3,18,8,40,0,11,1,0,0,15,2,7,0,15,8,8,2,7,1,4,0,22,8,6,0,7,0,18,0,54,8,2,1,23,7,16,0,4,1,1,0,10,0,5,2,3,9,1,12,1,5,0,13,2,5,2,5,0,63,1,78,11,11,4,3,20,2,9,8,0,0,3,1,7,3,5,0,10,4,3,3,0,0,4,0,10,1,0,2,6,7,15,0,0,7,2,4,4,3,0,0,13,5,0,0,23,14,0,0,10,0,36,4,6,1,35,2,,,,,,,,,,,0,,,,,,311,76
"172","BKS","Berkeley Public Library","XBR","https://catalog.swanlibraries.net/bks","March",2015,120,"bks",873,878,111,72,0,1934,0.000992661796430421,"BKS Berkeley",7,1,2,4,0,2,0,8,2,9,1,0,0,4,3,9,0,9,0,4,0,19,2,0,0,0,15,7,3,2,10,5,2,0,8,2,5,2,1,2,24,11,5,0,2,18,13,1,5,2,0,0,3,2,3,1,6,3,4,3,3,1,3,0,10,3,6,1,6,4,9,1,15,5,0,0,6,5,10,1,4,0,0,0,7,0,3,1,0,4,1,2,2,3,0,12,2,2,0,3,0,28,3,25,8,5,0,3,5,0,2,2,1,1,2,1,6,2,0,1,2,3,5,2,0,0,5,0,3,3,1,3,2,7,11,3,0,0,6,0,1,3,1,0,0,3,1,0,12,7,0,0,3,1,19,3,2,2,22,2,,,,,,,,,,,0,,,,,,136,23
"173","BPS","Bedford Park Public Library District","XBR","https://catalog.swanlibraries.net/bps","March",2015,118,"bps",874,881,239,36,0,2030,0.00104193559811466,"BPS Bedford Park",0,3,1,1,0,0,1,1,2,1,0,1,0,0,0,1,2,2,1,1,0,4,0,0,0,0,2,3,3,0,1,2,0,1,1,1,0,1,1,0,8,5,1,0,2,2,6,0,3,1,0,0,2,1,2,2,2,0,1,1,3,0,1,0,1,1,0,1,1,0,2,0,5,3,0,1,0,2,4,1,1,1,0,0,1,0,1,3,0,0,1,2,0,1,0,2,1,0,1,0,0,6,1,4,2,2,1,0,3,0,3,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,1,0,1,0,3,3,0,0,3,3,0,0,2,2,2,1,3,0,10,2,,,,,,,,,,,0,,,,,,194,4
"174","BRS","Broadview Public Library District","XBR","https://catalog.swanlibraries.net/brs","March",2015,136,"brs",2886,2890,434,160,0,6370,0.00326952204925635,"BRS Broadview",1,0,14,1,0,0,0,4,0,9,0,5,1,0,0,0,0,4,0,2,0,9,0,0,0,0,11,0,0,1,3,2,2,0,5,0,0,0,1,0,15,2,0,1,8,1,4,0,0,1,0,0,4,0,3,0,6,2,2,2,3,0,3,0,6,2,0,0,5,2,7,1,6,2,0,0,11,0,2,0,1,0,0,0,1,0,2,0,3,5,0,9,0,6,0,6,0,0,3,0,0,19,1,19,7,2,1,4,3,0,3,1,0,0,1,0,0,1,1,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,15,9,0,0,1,1,9,0,1,0,5,1,,,,,,,,,,,0,,,,,,266,33
"175","BVS","Bridgeview Public Library","XBR","https://catalog.swanlibraries.net/bvs","March",2015,294,"bvs",1541,1522,283,38,0,3384,0.00173690150936946,"BVS Bridgeview",4,4,3,3,0,0,0,6,4,6,1,1,0,1,1,5,1,0,0,1,1,8,1,0,0,0,2,2,0,2,9,0,0,0,5,3,4,3,0,1,20,3,1,0,5,2,11,1,7,2,0,0,2,4,1,2,4,2,3,1,2,0,0,0,3,3,0,1,3,0,5,4,22,4,0,0,6,2,4,1,3,1,0,0,1,0,2,0,0,3,1,1,0,0,0,2,0,3,2,1,2,19,1,20,4,2,0,1,4,0,3,2,1,3,0,0,6,1,0,1,3,2,1,1,0,0,0,0,5,1,0,2,0,0,3,1,0,5,1,2,2,2,1,0,3,2,2,1,9,5,0,0,1,0,6,1,1,0,7,3,,,,,,,,,,,0,,,,,,137,56
"176","BWS","Bellwood Public Library","XBR","https://catalog.swanlibraries.net/bws","March",2015,127,"bws",1994,2058,352,63,0,4467,0.0022927715846198,"BWS Bellwood",5,1,11,3,0,0,1,7,1,13,1,1,0,1,0,27,0,4,0,0,0,24,1,0,0,0,21,2,5,1,14,7,3,2,6,1,12,0,2,0,30,2,6,1,14,1,10,2,4,1,0,0,10,0,7,6,9,1,11,0,7,0,3,0,2,2,4,0,7,0,6,3,26,2,2,0,16,2,8,2,5,0,0,0,4,0,1,1,6,6,2,13,1,1,0,3,3,1,1,4,3,35,5,30,8,6,3,3,16,0,8,2,2,0,1,0,1,0,4,0,3,0,4,2,0,0,1,0,8,3,2,0,2,0,5,4,0,0,0,2,1,0,0,0,6,2,0,0,14,6,0,0,3,0,14,2,0,0,26,3,,,,,,,,,,,0,"bws",24,0,0,24,252,70
"177","BYS","Berwyn Public Library","XBR","https://catalog.swanlibraries.net/bys","March",2015,279,"bys",14184,13864,2315,364,7,30734,0.0157748023017025,"BYS Berwyn",34,13,25,6,0,9,4,36,15,25,7,10,2,1,6,23,3,22,10,6,4,0,0,0,0,0,80,11,20,8,45,7,13,4,34,8,11,22,8,2,132,18,10,3,26,28,52,7,19,10,0,0,18,2,19,15,43,17,18,6,7,6,7,1,27,15,13,5,17,4,49,14,101,8,4,2,63,13,30,10,24,0,3,0,18,2,21,3,3,17,4,30,8,13,2,24,11,12,1,7,6,136,21,142,28,14,14,12,33,7,20,13,3,0,1,1,23,7,3,1,21,4,14,2,0,0,3,8,26,14,4,0,15,11,21,0,0,8,8,11,7,11,1,0,28,6,0,1,48,31,0,0,16,5,50,16,5,3,80,21,,,,,,,,,,,0,"bys",0,0,1,1,573,156
"178","BZS","Brookfield Zoo -- Library","XBR","https://catalog.swanlibraries.net/bzs","March",2015,,"bzs",14,11,14,1,0,40,2.05307507017667e-05,"BZS Brookfield Zoo",0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,1,,,,,,,,,,,0,,,,,,,7
"179","CAS","Calumet Park Public Library","XBR","https://catalog.swanlibraries.net/cas","March",2015,,"cas",456,458,109,4,0,1027,0.000527127024267861,"CAS Calumet Park",2,0,2,0,0,0,0,4,1,3,0,2,0,0,0,6,0,1,0,0,0,11,0,0,0,0,9,0,2,0,3,1,2,1,0,0,0,0,0,0,5,1,1,0,2,0,3,0,2,0,0,0,5,0,2,0,0,0,3,0,4,0,7,0,2,1,1,0,5,0,9,0,8,1,0,0,1,0,2,1,1,0,0,0,0,1,0,0,3,2,0,2,0,1,0,3,0,1,1,1,0,10,0,4,1,0,0,1,8,0,3,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,8,0,0,5,0,1,0,2,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,4,0,,,,,,,,,,,0,,,,,,41,15
"180","CCS","Calumet City Public Library","XBR","https://catalog.swanlibraries.net/ccs","March",2015,303,"ccs",6266,6566,1342,240,1,14415,0.00739876928414918,"CCS Calumet City",14,0,11,1,0,1,1,7,4,22,0,3,0,2,0,19,0,5,0,6,1,18,1,0,0,0,0,0,4,0,7,3,2,1,13,0,3,1,4,0,29,4,7,2,7,3,32,2,5,0,0,0,11,0,9,1,8,1,8,0,2,0,8,0,13,2,8,0,12,0,23,0,32,4,3,0,19,3,15,0,8,0,1,0,4,0,3,0,0,0,1,11,4,9,0,7,0,4,2,1,1,48,2,46,2,3,1,5,13,1,11,2,4,0,0,1,2,2,9,0,7,0,1,1,0,0,2,2,11,0,2,0,3,0,11,0,0,8,1,4,0,1,0,0,5,0,1,0,13,6,0,0,5,0,26,1,3,0,17,1,,,,,,,,,,,0,,,,,,1193,130
"181","CHS","Chicago Heights Public Library","XBR","https://catalog.swanlibraries.net/chs","March",2015,128,"chs",1685,1741,404,72,0,3902,0.00200277473095734,"CHS Chicago Heights",2,1,11,5,0,5,2,8,2,11,0,6,0,0,1,9,4,5,1,2,0,18,1,0,0,0,24,1,0,0,12,1,3,0,4,3,1,0,5,1,33,2,6,1,2,5,12,1,2,2,0,0,10,4,8,2,16,2,4,3,4,1,6,0,5,1,7,1,1,1,17,4,23,5,0,0,5,2,7,2,4,0,0,0,1,0,4,0,2,2,5,15,2,1,0,8,1,1,0,4,1,26,0,28,8,0,2,2,14,2,8,2,0,0,3,0,3,4,0,0,4,0,5,0,0,0,11,7,6,1,1,0,1,1,10,0,0,2,2,7,1,0,0,0,6,1,0,0,11,7,0,0,3,1,14,3,1,3,26,2,,,,,,,,,,,0,,,,,,132,70
"182","CIS","Cicero Public Library","XBR","https://catalog.swanlibraries.net/cis","March",2015,96,"cis",7712,7997,1022,107,0,16838,0.0086424195079087,"CIS Cicero",10,5,17,2,0,1,3,17,12,31,5,6,3,1,5,25,2,19,5,5,3,67,4,0,0,0,40,6,6,9,0,0,3,4,12,4,8,8,5,2,62,13,9,0,14,22,23,4,17,6,0,0,11,5,13,7,23,10,9,3,6,4,12,0,14,14,21,3,9,0,40,10,55,20,1,1,25,11,23,4,13,5,0,0,6,1,5,7,1,9,7,24,2,3,0,27,2,5,3,5,3,58,10,51,42,6,11,3,16,4,11,11,1,1,4,0,15,9,5,4,8,3,5,2,0,0,3,1,10,8,0,1,18,4,11,1,0,7,2,6,6,3,4,0,8,4,0,2,21,33,0,0,9,4,28,7,3,3,44,20,,,,,,,,,,,0,,,,,,624,318
"183","CNS","Clarendon Hills Public Library","XBR","https://catalog.swanlibraries.net/cns","March",2015,121,"cns",1902,1760,244,16,0,3922,0.00201304010630823,"CNS Clarendon Hills",15,2,8,5,0,6,3,10,1,8,0,2,0,5,0,7,3,5,1,1,0,17,3,0,0,0,16,4,5,1,7,4,0,0,12,2,4,0,5,1,33,6,7,0,12,5,17,1,10,3,0,0,11,1,10,0,12,3,4,3,7,0,2,0,12,7,1,4,7,0,14,0,31,10,0,0,9,1,9,3,0,0,0,0,9,2,6,1,1,12,1,5,1,2,1,11,1,6,1,2,2,30,4,49,7,4,1,2,18,1,6,4,2,0,0,0,9,2,1,0,12,0,6,1,0,0,3,1,15,4,1,0,5,2,9,0,0,5,3,4,0,4,3,0,20,2,0,0,17,4,0,0,3,3,19,6,2,2,23,3,,,,,,,,,,,0,,,,,,232,14
"184","CRS","Chicago Ridge Public Library","XBR","https://catalog.swanlibraries.net/crs","March",2015,87,"crs",3900,4027,803,151,0,8881,0.00455833992455976,"CRS Chicago Ridge",12,2,13,6,0,5,3,18,5,17,5,4,2,2,0,10,1,10,1,4,3,29,7,0,0,0,28,2,6,5,17,7,1,0,0,0,8,0,3,1,45,17,4,1,10,7,15,3,7,4,0,0,11,1,7,3,11,2,9,0,4,0,3,0,19,5,7,1,8,3,19,6,34,7,5,0,12,2,7,2,5,1,0,0,4,1,9,0,1,9,0,20,4,2,0,8,4,4,1,5,2,43,7,35,17,6,4,8,17,1,12,4,1,0,0,0,7,4,0,0,9,1,4,0,0,0,1,0,5,3,2,0,3,1,2,0,0,4,0,3,2,5,0,0,7,2,2,0,23,7,0,0,6,2,17,3,1,3,34,7,,,,,,,,,,,0,"crs",27,0,0,27,192,39
"185","CTS","Crete Public Library District","XBR","https://catalog.swanlibraries.net/cts","March",2015,35,"cts",3603,3552,937,82,0,8174,0.00419545890590603,"CTS Crete",16,7,18,6,0,4,4,12,4,9,3,5,2,6,0,9,1,11,2,11,2,25,5,0,0,0,26,10,6,3,11,4,2,5,14,5,0,0,3,4,63,10,2,2,12,11,33,0,9,5,0,0,9,7,9,3,11,6,6,7,7,1,2,2,17,5,5,1,5,5,19,10,40,7,8,2,27,2,20,7,7,2,1,0,5,0,8,4,1,3,4,20,2,2,1,7,7,2,4,2,2,54,4,56,14,6,7,3,22,2,13,7,2,1,6,2,12,6,2,0,12,2,3,0,0,0,1,0,8,1,1,1,6,5,17,6,0,13,0,4,2,2,1,0,7,3,2,1,21,7,0,0,8,4,25,4,4,3,29,13,,,,,,,,,,,0,"cts",20,0,0,20,202,57
"186","CWS","Crestwood Public Library District","XBR","https://catalog.swanlibraries.net/cws","March",2015,126,"cws",1856,1841,298,23,0,4018,0.00206231390799247,"CWS Crestwood",13,2,7,6,0,3,1,7,4,14,1,0,0,1,1,5,3,3,1,1,2,20,2,0,0,0,15,5,2,1,6,0,2,5,12,1,0,2,0,0,18,8,5,1,5,5,7,0,4,6,0,0,4,3,6,1,7,3,4,1,2,0,2,1,7,4,1,0,9,3,15,2,19,6,2,0,13,2,1,3,8,0,0,0,7,1,3,1,1,2,2,5,0,0,0,2,4,1,1,0,3,20,3,24,5,0,1,0,6,2,4,4,1,1,0,0,4,4,1,0,6,2,2,0,0,0,1,0,2,4,0,1,5,2,5,4,0,0,0,2,0,0,0,0,5,0,0,1,6,7,0,0,1,0,12,4,0,0,17,7,,,,,,,,,,,0,,,,,,264,28
"187","DGS","Downers Grove Public Library","XBR","https://catalog.swanlibraries.net/dgs","March",2015,495,"dgs",31793,31216,3825,638,3,67475,0.0346328100900427,"DGS Downers Grove",106,14,67,29,0,36,11,66,26,83,17,20,10,46,8,39,11,79,14,20,14,145,25,0,1,0,154,48,44,8,95,27,46,10,59,19,45,12,34,8,0,0,46,9,51,47,153,25,70,27,0,0,86,28,74,18,105,17,35,6,53,12,23,1,119,31,37,9,42,10,133,27,235,38,35,12,145,39,95,13,51,6,2,0,45,3,51,15,6,36,10,72,17,19,3,53,11,26,19,34,11,295,52,280,86,57,18,27,92,10,71,31,18,6,6,1,47,23,1,7,64,18,32,8,0,0,15,4,76,25,8,3,25,16,64,15,0,35,19,20,9,15,12,0,85,28,10,4,136,68,0,1,43,14,141,27,21,6,230,61,,,,,,,,,,,0,,,,,,883,155
"188","DOS","Dolton Public Library District","XBR","https://catalog.swanlibraries.net/dos","March",2015,143,"dos",1256,1242,279,38,1,2816,0.00144536484940438,"DOS Dolton",5,1,5,2,0,0,0,3,2,4,1,1,0,2,0,1,0,1,0,3,0,15,0,0,0,0,16,2,3,1,11,3,0,0,6,1,0,0,0,0,14,1,0,0,3,2,5,0,3,4,0,0,14,0,8,2,6,1,8,1,2,0,5,1,7,1,5,0,5,0,15,0,9,2,1,0,10,6,5,0,5,0,0,0,7,0,9,0,1,5,0,12,0,2,0,6,0,1,0,0,0,24,0,15,3,5,1,2,3,0,1,0,0,1,1,0,1,2,2,0,5,0,4,0,0,0,2,0,1,0,0,0,3,0,10,2,0,6,0,3,1,0,0,0,8,3,1,0,9,5,0,0,3,0,13,5,3,0,3,0,,,,,,,,,,,0,,,,,,295,64
"189","EPS","Elmwood Park Public Library","XBR","https://catalog.swanlibraries.net/eps","March",2015,144,"eps",2917,2906,531,60,0,6414,0.00329210587502829,"EPS Elmwood Park",18,5,14,12,0,2,6,13,8,12,9,8,4,5,9,12,3,13,2,9,0,39,5,0,0,0,37,10,9,3,39,8,10,3,26,3,9,4,7,4,97,15,7,1,0,0,55,8,25,7,0,0,22,13,24,7,26,12,15,3,7,1,5,1,22,14,9,6,15,2,41,1,75,8,2,3,33,9,27,7,13,1,0,0,13,0,9,3,0,10,7,25,5,13,0,17,2,6,6,9,7,91,12,111,21,17,6,4,41,3,12,11,5,2,0,1,10,5,1,0,25,5,12,2,0,0,7,0,13,8,2,0,4,5,17,1,0,11,3,6,5,2,1,0,16,7,2,1,29,22,0,1,16,2,46,8,7,0,46,14,,,,,,,,,,,0,"eps",39,0,0,39,344,85
"190","ESS","Eisenhower Public Library District","XBR","https://catalog.swanlibraries.net/ess","March",2015,380,"ess",12788,13291,2800,548,1,29428,0.0151044732912898,"ESS Eisenhower",33,6,40,11,0,7,2,40,12,26,11,7,3,5,0,36,1,39,7,9,3,118,6,1,0,0,67,8,12,4,40,14,18,2,37,3,7,2,9,5,154,16,17,4,46,15,0,0,36,11,0,0,32,6,30,8,56,7,18,1,18,4,8,0,43,16,21,2,12,3,51,8,132,17,7,0,45,10,39,5,20,1,1,0,24,1,18,4,1,18,7,31,7,12,0,25,7,12,6,6,5,159,11,140,40,22,9,20,53,7,30,15,3,1,3,2,19,7,1,0,34,8,20,2,0,0,2,1,24,7,1,3,11,2,29,2,0,18,12,7,5,2,1,0,29,12,4,0,67,26,0,0,17,2,59,7,8,6,90,15,,,,,,,,,,,0,,,,,,700,70
"191","EVS","Evergreen Park Public Library","XBR","https://catalog.swanlibraries.net/evs","March",2015,183,"evs",4232,4226,440,89,0,8987,0.00461274641391944,"EVS Evergreen Park",19,5,11,3,0,3,0,11,9,18,3,2,3,4,2,4,4,9,2,6,3,28,5,0,0,0,26,6,6,3,9,3,4,1,22,5,9,8,1,4,48,8,6,1,6,3,33,5,0,0,0,0,14,3,16,2,19,7,4,1,8,5,2,0,19,3,7,1,5,4,29,7,40,6,1,0,23,9,17,3,5,2,0,0,14,3,10,2,0,7,4,13,2,4,0,15,2,2,0,3,4,47,10,52,15,7,6,5,24,4,18,4,5,3,3,1,10,4,1,1,13,2,7,0,0,0,0,0,11,4,1,1,5,5,14,1,0,7,1,2,4,2,0,0,12,7,2,2,26,14,0,0,8,3,27,5,3,2,35,12,,,,,,,,,,,0,,,,,,335,79
"192","FMS","Flossmoor Public Library","XBR","https://catalog.swanlibraries.net/fms","March",2015,5,"fms",6302,6074,778,92,0,13246,0.00679875809489005,"FMS Flossmoor",22,4,20,3,0,5,0,16,4,23,4,3,3,11,5,21,1,14,3,6,2,37,3,0,0,0,44,4,22,2,17,10,7,0,17,3,20,3,4,4,110,3,5,7,18,4,31,4,13,7,0,0,0,0,27,5,29,6,14,5,15,3,10,1,26,4,9,2,15,2,82,13,63,7,7,0,37,7,12,1,14,2,0,0,5,0,10,0,3,4,5,31,6,4,0,13,2,6,2,6,3,86,4,88,18,14,2,21,23,1,26,4,4,0,3,1,16,2,3,3,16,3,5,0,0,0,3,0,27,0,4,0,11,3,16,0,0,11,5,4,0,2,1,0,25,11,4,0,38,14,0,0,14,2,34,3,9,6,48,6,,,,,,,,,,,0,"fms",4,0,0,4,324,26
"193","FPD","Franklin Park Public Library District","XGV","http://lnco.ent.sirsi.net/client/franklinpark","March",2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"194","FPS","Forest Park Public Library","XBR","https://catalog.swanlibraries.net/fps","March",2015,223,"fps",4810,4874,581,75,0,10340,0.0053071990564067,"FPS Forest Park",19,1,13,0,0,3,2,14,4,12,3,3,0,7,0,17,0,25,1,3,1,19,2,0,0,0,42,4,3,0,12,0,5,1,12,2,9,2,3,2,73,3,8,1,22,9,34,6,12,3,0,0,16,5,0,0,22,3,13,3,3,3,6,0,22,3,6,1,10,1,26,2,35,4,2,0,23,7,14,2,5,0,0,0,11,0,7,1,2,4,2,13,3,7,2,8,3,7,1,4,2,60,9,76,18,14,2,4,27,1,10,2,3,0,2,0,4,2,4,0,17,1,11,3,0,0,6,1,14,3,2,0,8,2,11,2,0,4,1,6,0,1,0,0,20,2,0,2,34,5,0,0,5,2,31,3,0,1,36,4,,,,,,,,,,,0,"fps",0,1,0,1,330,70
